# Time-averaged data for fix f4
# TimeStep c_Crmsd[1] c_Crmsd[2] c_Crmsd[3] c_Crmsd[4]
43605 0.0210161 0.0153295 0.0124819 0.0488276
43610 0.0204612 0.0161164 0.0126413 0.049219
43615 0.0198361 0.0169136 0.0128137 0.0495634
43620 0.0191839 0.0176727 0.0129875 0.0498441
43625 0.0185464 0.0183498 0.0131516 0.0500478
43630 0.01796 0.0189102 0.0132943 0.0501644
43635 0.0174523 0.0193316 0.0134029 0.0501868
43640 0.0170399 0.0196054 0.0134642 0.0501094
43645 0.0167274 0.0197356 0.0134656 0.0499286
43650 0.0165085 0.0197365 0.0133982 0.0496432
43655 0.0163666 0.019628 0.0132587 0.0492532
43660 0.0162765 0.0194317 0.0130515 0.0487598
43665 0.0162079 0.0191677 0.0127892 0.0481648
43670 0.0161292 0.0188523 0.0124921 0.0474736
43675 0.0160134 0.0184978 0.0121866 0.0466978
43680 0.0158436 0.0181115 0.0119022 0.0458573
43685 0.0156171 0.0176965 0.0116675 0.044981
43690 0.0153457 0.0172526 0.011506 0.0441044
43695 0.0150538 0.0167802 0.0114329 0.043267
43700 0.0147724 0.0162838 0.0114528 0.0425089
43705 0.0145319 0.0157758 0.0115594 0.0418671
43710 0.0143578 0.0152767 0.0117378 0.0413722
43715 0.0142671 0.0148121 0.0119659 0.0410451
43720 0.0142667 0.0144083 0.0122178 0.0408928
43725 0.014353 0.0140874 0.0124667 0.040907
43730 0.0145126 0.0138651 0.0126888 0.0410665
43735 0.0147261 0.0137498 0.0128673 0.0413433
43740 0.014971 0.0137439 0.0129967 0.0417116
43745 0.0152259 0.0138452 0.0130826 0.0421537
43750 0.0154723 0.0140501 0.0131395 0.042662
43755 0.0156969 0.0143561 0.0131856 0.0432387
43760 0.0158919 0.0147641 0.0132375 0.0438935
43765 0.0160548 0.0152796 0.0133062 0.0446406
43770 0.0161878 0.0159109 0.013396 0.0454947
43775 0.0162953 0.0166659 0.0135047 0.0464658
43780 0.0163807 0.0175451 0.0136253 0.0475512
43785 0.0164454 0.0185353 0.0137468 0.0487274
43790 0.0164892 0.0196052 0.0138562 0.0499507
43795 0.0165146 0.0207097 0.0139438 0.0511681
43800 0.0165303 0.0217972 0.0140059 0.0523335
43805 0.0165522 0.0228174 0.0140455 0.0534151
43810 0.0165996 0.0237231 0.0140687 0.0543914
43815 0.016689 0.02447 0.0140804 0.0552393
43820 0.0168303 0.0250192 0.0140826 0.0559321
43825 0.0170263 0.0253433 0.014078 0.0564476
43830 0.0172736 0.0254319 0.0140729 0.0567784
43835 0.0175634 0.0252941 0.0140788 0.0569363
43840 0.017881 0.024958 0.0141108 0.0569498
43845 0.0182061 0.0244672 0.0141855 0.0568588
43850 0.0185141 0.0238752 0.0143167 0.0567059
43855 0.0187789 0.023238 0.0145112 0.0565281
43860 0.0189764 0.0226071 0.0147657 0.0563491
43865 0.0190881 0.0220233 0.0150643 0.0561757
43870 0.0191051 0.0215133 0.015379 0.0559974
43875 0.0190304 0.0210887 0.0156721 0.0557912
43880 0.0188806 0.0207479 0.0159022 0.0555307
43885 0.0186852 0.0204794 0.0160306 0.0551951
43890 0.0184821 0.0202656 0.0160282 0.0547759
43895 0.0183117 0.0200872 0.0158803 0.0542791
43900 0.018209 0.019926 0.01559 0.0537251
43905 0.018198 0.0197685 0.0151798 0.0531463
43910 0.0182881 0.0196058 0.0146894 0.0525832
43915 0.0184736 0.019433 0.0141707 0.0520774
43920 0.0187367 0.0192469 0.01368 0.0516636
43925 0.0190504 0.0190442 0.0132677 0.0513624
43930 0.0193829 0.0188204 0.0129704 0.0511737
43935 0.0197014 0.0185695 0.0128045 0.0510754
43940 0.0199761 0.0182841 0.0127648 0.051025
43945 0.0201831 0.0179563 0.0128263 0.0509657
43950 0.0203068 0.0175778 0.0129502 0.0508348
43955 0.0203398 0.0171417 0.0130925 0.050574
43960 0.0202828 0.0166441 0.0132134 0.0501404
43965 0.0201432 0.0160866 0.0132858 0.0495156
43970 0.0199325 0.0154788 0.0132999 0.0487112
43975 0.0196641 0.0148397 0.0132636 0.0477674
43980 0.0193503 0.0141973 0.0131997 0.0467473
43985 0.0189997 0.0135865 0.0131402 0.0457263
43990 0.0186164 0.0130451 0.0131199 0.0447814
43995 0.0181997 0.0126098 0.0131709 0.0439803
44000 0.0177452 0.0123115 0.0133164 0.0433731
