# LAMMPS data file written by OVITO Basic 3.8.4

6832 atoms 
1944 bonds
5 atom types 
2 bond types

0.0 39.0999984741 xlo xhi
0.0 39.0999984741 ylo yhi
0.0 39.0999984741 zlo zhi

Masses

1 6.941  # Li
288 2 3519 3520 # core-shell (types:3-3) 
289 2 3521 3522 # core-shell (types:3-3) 
290 2 3523 3524 # core-shell (types:3-3) 
291 2 3525 3526 # core-shell (types:3-3) 
292 2 3527 3528 # core-shell (types:3-3) 
293 2 3529 3530 # core-shell (types:3-3) 
294 2 3531 3532 # core-shell (types:3-3) 
295 2 3533 3534 # core-shell (types:3-3) 
296 2 3535 3536 # core-shell (types:3-3) 
297 2 3537 3538 # core-shell (types:3-3) 
298 2 3539 3540 # core-shell (types:3-3) 
299 2 3541 3542 # core-shell (types:3-3) 
300 2 3543 3544 # core-shell (types:3-3) 
301 2 3545 3546 # core-shell (types:3-3) 
302 2 3547 3548 # core-shell (types:3-3) 
303 2 3549 3550 # core-shell (types:3-3) 
304 2 3551 3552 # core-shell (types:3-3) 
305 2 3553 3554 # core-shell (types:3-3) 
306 2 3555 3556 # core-shell (types:3-3) 
307 2 3557 3558 # core-shell (types:3-3) 
308 2 3559 3560 # core-shell (types:3-3) 
309 2 3561 3562 # core-shell (types:3-3) 
310 2 3563 3564 # core-shell (types:3-3) 
311 2 3565 3566 # core-shell (types:3-3) 
312 2 3567 3568 # core-shell (types:3-3) 
313 2 3569 3570 # core-shell (types:3-3) 
314 2 3571 3572 # core-shell (types:3-3) 
315 2 3573 3574 # core-shell (types:3-3) 
316 2 3575 3576 # core-shell (types:3-3) 
317 2 3577 3578 # core-shell (types:3-3) 
318 2 3579 3580 # core-shell (types:3-3) 
319 2 3581 3582 # core-shell (types:3-3) 
320 2 3583 3584 # core-shell (types:3-3) 
321 2 3585 3586 # core-shell (types:3-3) 
322 2 3587 3588 # core-shell (types:3-3) 
323 2 3589 3590 # core-shell (types:3-3) 
324 2 3591 3592 # core-shell (types:3-3) 
325 2 3593 3594 # core-shell (types:3-3) 
326 2 3595 3596 # core-shell (types:3-3) 
327 2 3597 3598 # core-shell (types:3-3) 
328 2 3599 3600 # core-shell (types:3-3) 
329 2 3601 3602 # core-shell (types:3-3) 
330 2 3603 3604 # core-shell (types:3-3) 
331 2 3605 3606 # core-shell (types:3-3) 
332 2 3607 3608 # core-shell (types:3-3) 
333 2 3609 3610 # core-shell (types:3-3) 
334 2 3611 3612 # core-shell (types:3-3) 
335 2 3613 3614 # core-shell (types:3-3) 
336 2 3615 3616 # core-shell (types:3-3) 
337 2 3617 3618 # core-shell (types:3-3) 
338 2 3619 3620 # core-shell (types:3-3) 
339 2 3621 3622 # core-shell (types:3-3) 
340 2 3623 3624 # core-shell (types:3-3) 
341 2 3625 3626 # core-shell (types:3-3) 
342 2 3627 3628 # core-shell (types:3-3) 
343 2 3629 3630 # core-shell (types:3-3) 
344 2 3631 3632 # core-shell (types:3-3) 
345 2 3633 3634 # core-shell (types:3-3) 
346 2 3635 3636 # core-shell (types:3-3) 
347 2 3637 3638 # core-shell (types:3-3) 
348 2 3639 3640 # core-shell (types:3-3) 
349 2 3641 3642 # core-shell (types:3-3) 
350 2 3643 3644 # core-shell (types:3-3) 
351 2 3645 3646 # core-shell (types:3-3) 
352 2 3647 3648 # core-shell (types:3-3) 
353 2 3649 3650 # core-shell (types:3-3) 
354 2 3651 3652 # core-shell (types:3-3) 
355 2 3653 3654 # core-shell (types:3-3) 
356 2 3655 3656 # core-shell (types:3-3) 
357 2 3657 3658 # core-shell (types:3-3) 
358 2 3659 3660 # core-shell (types:3-3) 
359 2 3661 3662 # core-shell (types:3-3) 
360 2 3663 3664 # core-shell (types:3-3) 
361 2 3665 3666 # core-shell (types:3-3) 
362 2 3667 3668 # core-shell (types:3-3) 
363 2 3669 3670 # core-shell (types:3-3) 
364 2 3671 3672 # core-shell (types:3-3) 
365 2 3673 3674 # core-shell (types:3-3) 
366 2 3675 3676 # core-shell (types:3-3) 
367 2 3677 3678 # core-shell (types:3-3) 
368 2 3679 3680 # core-shell (types:3-3) 
369 2 3681 3682 # core-shell (types:3-3) 
370 2 3683 3684 # core-shell (types:3-3) 
371 2 3685 3686 # core-shell (types:3-3) 
372 2 3687 3688 # core-shell (types:3-3) 
373 2 3689 3690 # core-shell (types:3-3) 
374 2 3691 3692 # core-shell (types:3-3) 
375 2 3693 3694 # core-shell (types:3-3) 
376 2 3695 3696 # core-shell (types:3-3) 
377 2 3697 3698 # core-shell (types:3-3) 
378 2 3699 3700 # core-shell (types:3-3) 
379 2 3701 3702 # core-shell (types:3-3) 
380 2 3703 3704 # core-shell (types:3-3) 
381 2 3705 3706 # core-shell (types:3-3) 
382 2 3707 3708 # core-shell (types:3-3) 
383 2 3709 3710 # core-shell (types:3-3) 
384 2 3711 3712 # core-shell (types:3-3) 
385 2 3713 3714 # core-shell (types:3-3) 
386 2 3715 3716 # core-shell (types:3-3) 
387 2 3717 3718 # core-shell (types:3-3) 
388 2 3719 3720 # core-shell (types:3-3) 
389 2 3721 3722 # core-shell (types:3-3) 
390 2 3723 3724 # core-shell (types:3-3) 
391 2 3725 3726 # core-shell (types:3-3) 
392 2 3727 3728 # core-shell (types:3-3) 
393 2 3729 3730 # core-shell (types:3-3) 
394 2 3731 3732 # core-shell (types:3-3) 
395 2 3733 3734 # core-shell (types:3-3) 
396 2 3735 3736 # core-shell (types:3-3) 
397 2 3737 3738 # core-shell (types:3-3) 
398 2 3739 3740 # core-shell (types:3-3) 
399 2 3741 3742 # core-shell (types:3-3) 
400 2 3743 3744 # core-shell (types:3-3) 
401 2 3745 3746 # core-shell (types:3-3) 
402 2 3747 3748 # core-shell (types:3-3) 
403 2 3749 3750 # core-shell (types:3-3) 
404 2 3751 3752 # core-shell (types:3-3) 
405 2 3753 3754 # core-shell (types:3-3) 
406 2 3755 3756 # core-shell (types:3-3) 
407 2 3757 3758 # core-shell (types:3-3) 
408 2 3759 3760 # core-shell (types:3-3) 
409 2 3761 3762 # core-shell (types:3-3) 
410 2 3763 3764 # core-shell (types:3-3) 
411 2 3765 3766 # core-shell (types:3-3) 
412 2 3767 3768 # core-shell (types:3-3) 
413 2 3769 3770 # core-shell (types:3-3) 
414 2 3771 3772 # core-shell (types:3-3) 
415 2 3773 3774 # core-shell (types:3-3) 
416 2 3775 3776 # core-shell (types:3-3) 
417 2 3777 3778 # core-shell (types:3-3) 
418 2 3779 3780 # core-shell (types:3-3) 
419 2 3781 3782 # core-shell (types:3-3) 
420 2 3783 3784 # core-shell (types:3-3) 
421 2 3785 3786 # core-shell (types:3-3) 
422 2 3787 3788 # core-shell (types:3-3) 
423 2 3789 3790 # core-shell (types:3-3) 
424 2 3791 3792 # core-shell (types:3-3) 
425 2 3793 3794 # core-shell (types:3-3) 
426 2 3795 3796 # core-shell (types:3-3) 
427 2 3797 3798 # core-shell (types:3-3) 
428 2 3799 3800 # core-shell (types:3-3) 
429 2 3801 3802 # core-shell (types:3-3) 
430 2 3803 3804 # core-shell (types:3-3) 
431 2 3805 3806 # core-shell (types:3-3) 
432 2 3807 3808 # core-shell (types:3-3) 
433 2 3809 3810 # core-shell (types:3-3) 
434 2 3811 3812 # core-shell (types:3-3) 
435 2 3813 3814 # core-shell (types:3-3) 
436 2 3815 3816 # core-shell (types:3-3) 
437 2 3817 3818 # core-shell (types:3-3) 
438 2 3819 3820 # core-shell (types:3-3) 
439 2 3821 3822 # core-shell (types:3-3) 
440 2 3823 3824 # core-shell (types:3-3) 
441 2 3825 3826 # core-shell (types:3-3) 
442 2 3827 3828 # core-shell (types:3-3) 
443 2 3829 3830 # core-shell (types:3-3) 
444 2 3831 3832 # core-shell (types:3-3) 
445 2 3833 3834 # core-shell (types:3-3) 
446 2 3835 3836 # core-shell (types:3-3) 
447 2 3837 3838 # core-shell (types:3-3) 
448 2 3839 3840 # core-shell (types:3-3) 
449 2 3841 3842 # core-shell (types:3-3) 
450 2 3843 3844 # core-shell (types:3-3) 
451 2 3845 3846 # core-shell (types:3-3) 
452 2 3847 3848 # core-shell (types:3-3) 
453 2 3849 3850 # core-shell (types:3-3) 
454 2 3851 3852 # core-shell (types:3-3) 
455 2 3853 3854 # core-shell (types:3-3) 
456 2 3855 3856 # core-shell (types:3-3) 
457 2 3857 3858 # core-shell (types:3-3) 
458 2 3859 3860 # core-shell (types:3-3) 
459 2 3861 3862 # core-shell (types:3-3) 
460 2 3863 3864 # core-shell (types:3-3) 
461 2 3865 3866 # core-shell (types:3-3) 
462 2 3867 3868 # core-shell (types:3-3) 
463 2 3869 3870 # core-shell (types:3-3) 
464 2 3871 3872 # core-shell (types:3-3) 
465 2 3873 3874 # core-shell (types:3-3) 
466 2 3875 3876 # core-shell (types:3-3) 
467 2 3877 3878 # core-shell (types:3-3) 
468 2 3879 3880 # core-shell (types:3-3) 
469 2 3881 3882 # core-shell (types:3-3) 
470 2 3883 3884 # core-shell (types:3-3) 
471 2 3885 3886 # core-shell (types:3-3) 
472 2 3887 3888 # core-shell (types:3-3) 
473 2 3889 3890 # core-shell (types:3-3) 
474 2 3891 3892 # core-shell (types:3-3) 
475 2 3893 3894 # core-shell (types:3-3) 
476 2 3895 3896 # core-shell (types:3-3) 
477 2 3897 3898 # core-shell (types:3-3) 
478 2 3899 3900 # core-shell (types:3-3) 
479 2 3901 3902 # core-shell (types:3-3) 
480 2 3903 3904 # core-shell (types:3-3) 
481 2 3905 3906 # core-shell (types:3-3) 
482 2 3907 3908 # core-shell (types:3-3) 
483 2 3909 3910 # core-shell (types:3-3) 
484 2 3911 3912 # core-shell (types:3-3) 
485 2 3913 3914 # core-shell (types:3-3) 
486 2 3915 3916 # core-shell (types:3-3) 
487 2 3917 3918 # core-shell (types:3-3) 
488 2 3919 3920 # core-shell (types:3-3) 
489 2 3921 3922 # core-shell (types:3-3) 
490 2 3923 3924 # core-shell (types:3-3) 
491 2 3925 3926 # core-shell (types:3-3) 
492 2 3927 3928 # core-shell (types:3-3) 
493 2 3929 3930 # core-shell (types:3-3) 
494 2 3931 3932 # core-shell (types:3-3) 
495 2 3933 3934 # core-shell (types:3-3) 
496 2 3935 3936 # core-shell (types:3-3) 
497 2 3937 3938 # core-shell (types:3-3) 
498 2 3939 3940 # core-shell (types:3-3) 
499 2 3941 3942 # core-shell (types:3-3) 
500 2 3943 3944 # core-shell (types:3-3) 
501 2 3945 3946 # core-shell (types:3-3) 
502 2 3947 3948 # core-shell (types:3-3) 
503 2 3949 3950 # core-shell (types:3-3) 
504 2 3951 3952 # core-shell (types:3-3) 
505 2 3953 3954 # core-shell (types:3-3) 
506 2 3955 3956 # core-shell (types:3-3) 
507 2 3957 3958 # core-shell (types:3-3) 
508 2 3959 3960 # core-shell (types:3-3) 
509 2 3961 3962 # core-shell (types:3-3) 
510 2 3963 3964 # core-shell (types:3-3) 
511 2 3965 3966 # core-shell (types:3-3) 
512 2 3967 3968 # core-shell (types:3-3) 
513 2 3969 3970 # core-shell (types:3-3) 
514 2 3971 3972 # core-shell (types:3-3) 
515 2 3973 3974 # core-shell (types:3-3) 
516 2 3975 3976 # core-shell (types:3-3) 
517 2 3977 3978 # core-shell (types:3-3) 
518 2 3979 3980 # core-shell (types:3-3) 
519 2 3981 3982 # core-shell (types:3-3) 
520 2 3983 3984 # core-shell (types:3-3) 
521 2 3985 3986 # core-shell (types:3-3) 
522 2 3987 3988 # core-shell (types:3-3) 
523 2 3989 3990 # core-shell (types:3-3) 
524 2 3991 3992 # core-shell (types:3-3) 
525 2 3993 3994 # core-shell (types:3-3) 
526 2 3995 3996 # core-shell (types:3-3) 
527 2 3997 3998 # core-shell (types:3-3) 
528 2 3999 4000 # core-shell (types:3-3) 
529 2 4001 4002 # core-shell (types:3-3) 
530 2 4003 4004 # core-shell (types:3-3) 
531 2 4005 4006 # core-shell (types:3-3) 
532 2 4007 4008 # core-shell (types:3-3) 
533 2 4009 4010 # core-shell (types:3-3) 
534 2 4011 4012 # core-shell (types:3-3) 
535 2 4013 4014 # core-shell (types:3-3) 
536 2 4015 4016 # core-shell (types:3-3) 
537 2 4017 4018 # core-shell (types:3-3) 
538 2 4019 4020 # core-shell (types:3-3) 
539 2 4021 4022 # core-shell (types:3-3) 
540 2 4023 4024 # core-shell (types:3-3) 
541 2 4025 4026 # core-shell (types:3-3) 
542 2 4027 4028 # core-shell (types:3-3) 
543 2 4029 4030 # core-shell (types:3-3) 
544 2 4031 4032 # core-shell (types:3-3) 
545 2 4033 4034 # core-shell (types:3-3) 
546 2 4035 4036 # core-shell (types:3-3) 
547 2 4037 4038 # core-shell (types:3-3) 
548 2 4039 4040 # core-shell (types:3-3) 
549 2 4041 4042 # core-shell (types:3-3) 
550 2 4043 4044 # core-shell (types:3-3) 
551 2 4045 4046 # core-shell (types:3-3) 
552 2 4047 4048 # core-shell (types:3-3) 
553 2 4049 4050 # core-shell (types:3-3) 
554 2 4051 4052 # core-shell (types:3-3) 
555 2 4053 4054 # core-shell (types:3-3) 
556 2 4055 4056 # core-shell (types:3-3) 
557 2 4057 4058 # core-shell (types:3-3) 
558 2 4059 4060 # core-shell (types:3-3) 
559 2 4061 4062 # core-shell (types:3-3) 
560 2 4063 4064 # core-shell (types:3-3) 
561 2 4065 4066 # core-shell (types:3-3) 
562 2 4067 4068 # core-shell (types:3-3) 
563 2 4069 4070 # core-shell (types:3-3) 
564 2 4071 4072 # core-shell (types:3-3) 
565 2 4073 4074 # core-shell (types:3-3) 
566 2 4075 4076 # core-shell (types:3-3) 
567 2 4077 4078 # core-shell (types:3-3) 
568 2 4079 4080 # core-shell (types:3-3) 
569 2 4081 4082 # core-shell (types:3-3) 
570 2 4083 4084 # core-shell (types:3-3) 
571 2 4085 4086 # core-shell (types:3-3) 
572 2 4087 4088 # core-shell (types:3-3) 
573 2 4089 4090 # core-shell (types:3-3) 
574 2 4091 4092 # core-shell (types:3-3) 
575 2 4093 4094 # core-shell (types:3-3) 
576 2 4095 4096 # core-shell (types:3-3) 
577 2 4097 4098 # core-shell (types:3-3) 
578 2 4099 4100 # core-shell (types:3-3) 
579 2 4101 4102 # core-shell (types:3-3) 
580 2 4103 4104 # core-shell (types:3-3) 
581 2 4105 4106 # core-shell (types:3-3) 
582 2 4107 4108 # core-shell (types:3-3) 
583 2 4109 4110 # core-shell (types:3-3) 
584 2 4111 4112 # core-shell (types:3-3) 
585 2 4113 4114 # core-shell (types:3-3) 
586 2 4115 4116 # core-shell (types:3-3) 
587 2 4117 4118 # core-shell (types:3-3) 
588 2 4119 4120 # core-shell (types:3-3) 
589 2 4121 4122 # core-shell (types:3-3) 
590 2 4123 4124 # core-shell (types:3-3) 
591 2 4125 4126 # core-shell (types:3-3) 
592 2 4127 4128 # core-shell (types:3-3) 
593 2 4129 4130 # core-shell (types:3-3) 
594 2 4131 4132 # core-shell (types:3-3) 
595 2 4133 4134 # core-shell (types:3-3) 
596 2 4135 4136 # core-shell (types:3-3) 
597 2 4137 4138 # core-shell (types:3-3) 
598 2 4139 4140 # core-shell (types:3-3) 
599 2 4141 4142 # core-shell (types:3-3) 
600 2 4143 4144 # core-shell (types:3-3) 
601 2 4145 4146 # core-shell (types:3-3) 
602 2 4147 4148 # core-shell (types:3-3) 
603 2 4149 4150 # core-shell (types:3-3) 
604 2 4151 4152 # core-shell (types:3-3) 
605 2 4153 4154 # core-shell (types:3-3) 
606 2 4155 4156 # core-shell (types:3-3) 
607 2 4157 4158 # core-shell (types:3-3) 
608 2 4159 4160 # core-shell (types:3-3) 
609 2 4161 4162 # core-shell (types:3-3) 
610 2 4163 4164 # core-shell (types:3-3) 
611 2 4165 4166 # core-shell (types:3-3) 
612 2 4167 4168 # core-shell (types:3-3) 
613 2 4169 4170 # core-shell (types:3-3) 
614 2 4171 4172 # core-shell (types:3-3) 
615 2 4173 4174 # core-shell (types:3-3) 
616 2 4175 4176 # core-shell (types:3-3) 
617 2 4177 4178 # core-shell (types:3-3) 
618 2 4179 4180 # core-shell (types:3-3) 
619 2 4181 4182 # core-shell (types:3-3) 
620 2 4183 4184 # core-shell (types:3-3) 
621 2 4185 4186 # core-shell (types:3-3) 
622 2 4187 4188 # core-shell (types:3-3) 
623 2 4189 4190 # core-shell (types:3-3) 
624 2 4191 4192 # core-shell (types:3-3) 
625 2 4193 4194 # core-shell (types:3-3) 
626 2 4195 4196 # core-shell (types:3-3) 
627 2 4197 4198 # core-shell (types:3-3) 
628 2 4199 4200 # core-shell (types:3-3) 
629 2 4201 4202 # core-shell (types:3-3) 
630 2 4203 4204 # core-shell (types:3-3) 
631 2 4205 4206 # core-shell (types:3-3) 
632 2 4207 4208 # core-shell (types:3-3) 
633 2 4209 4210 # core-shell (types:3-3) 
634 2 4211 4212 # core-shell (types:3-3) 
635 2 4213 4214 # core-shell (types:3-3) 
636 2 4215 4216 # core-shell (types:3-3) 
637 2 4217 4218 # core-shell (types:3-3) 
638 2 4219 4220 # core-shell (types:3-3) 
639 2 4221 4222 # core-shell (types:3-3) 
640 2 4223 4224 # core-shell (types:3-3) 
641 2 4225 4226 # core-shell (types:3-3) 
642 2 4227 4228 # core-shell (types:3-3) 
643 2 4229 4230 # core-shell (types:3-3) 
644 2 4231 4232 # core-shell (types:3-3) 
645 2 4233 4234 # core-shell (types:3-3) 
646 2 4235 4236 # core-shell (types:3-3) 
647 2 4237 4238 # core-shell (types:3-3) 
648 2 4239 4240 # core-shell (types:3-3) 
649 2 4241 4242 # core-shell (types:3-3) 
650 2 4243 4244 # core-shell (types:3-3) 
651 2 4245 4246 # core-shell (types:3-3) 
652 2 4247 4248 # core-shell (types:3-3) 
653 2 4249 4250 # core-shell (types:3-3) 
654 2 4251 4252 # core-shell (types:3-3) 
655 2 4253 4254 # core-shell (types:3-3) 
656 2 4255 4256 # core-shell (types:3-3) 
657 2 4257 4258 # core-shell (types:3-3) 
658 2 4259 4260 # core-shell (types:3-3) 
659 2 4261 4262 # core-shell (types:3-3) 
660 2 4263 4264 # core-shell (types:3-3) 
661 2 4265 4266 # core-shell (types:3-3) 
662 2 4267 4268 # core-shell (types:3-3) 
663 2 4269 4270 # core-shell (types:3-3) 
664 2 4271 4272 # core-shell (types:3-3) 
665 2 4273 4274 # core-shell (types:3-3) 
666 2 4275 4276 # core-shell (types:3-3) 
667 2 4277 4278 # core-shell (types:3-3) 
668 2 4279 4280 # core-shell (types:3-3) 
669 2 4281 4282 # core-shell (types:3-3) 
670 2 4283 4284 # core-shell (types:3-3) 
671 2 4285 4286 # core-shell (types:3-3) 
672 2 4287 4288 # core-shell (types:3-3) 
673 2 4289 4290 # core-shell (types:3-3) 
674 2 4291 4292 # core-shell (types:3-3) 
675 2 4293 4294 # core-shell (types:3-3) 
676 2 4295 4296 # core-shell (types:3-3) 
677 2 4297 4298 # core-shell (types:3-3) 
678 2 4299 4300 # core-shell (types:3-3) 
679 2 4301 4302 # core-shell (types:3-3) 
680 2 4303 4304 # core-shell (types:3-3) 
681 2 4305 4306 # core-shell (types:3-3) 
682 2 4307 4308 # core-shell (types:3-3) 
683 2 4309 4310 # core-shell (types:3-3) 
684 2 4311 4312 # core-shell (types:3-3) 
685 2 4313 4314 # core-shell (types:3-3) 
686 2 4315 4316 # core-shell (types:3-3) 
687 2 4317 4318 # core-shell (types:3-3) 
688 2 4319 4320 # core-shell (types:3-3) 
689 2 4321 4322 # core-shell (types:3-3) 
690 2 4323 4324 # core-shell (types:3-3) 
691 2 4325 4326 # core-shell (types:3-3) 
692 2 4327 4328 # core-shell (types:3-3) 
693 2 4329 4330 # core-shell (types:3-3) 
694 2 4331 4332 # core-shell (types:3-3) 
695 2 4333 4334 # core-shell (types:3-3) 
696 2 4335 4336 # core-shell (types:3-3) 
697 2 4337 4338 # core-shell (types:3-3) 
698 2 4339 4340 # core-shell (types:3-3) 
699 2 4341 4342 # core-shell (types:3-3) 
700 2 4343 4344 # core-shell (types:3-3) 
701 2 4345 4346 # core-shell (types:3-3) 
702 2 4347 4348 # core-shell (types:3-3) 
703 2 4349 4350 # core-shell (types:3-3) 
704 2 4351 4352 # core-shell (types:3-3) 
705 2 4353 4354 # core-shell (types:3-3) 
706 2 4355 4356 # core-shell (types:3-3) 
707 2 4357 4358 # core-shell (types:3-3) 
708 2 4359 4360 # core-shell (types:3-3) 
709 2 4361 4362 # core-shell (types:3-3) 
710 2 4363 4364 # core-shell (types:3-3) 
711 2 4365 4366 # core-shell (types:3-3) 
712 2 4367 4368 # core-shell (types:3-3) 
713 2 4369 4370 # core-shell (types:3-3) 
714 2 4371 4372 # core-shell (types:3-3) 
715 2 4373 4374 # core-shell (types:3-3) 
716 2 4375 4376 # core-shell (types:3-3) 
717 2 4377 4378 # core-shell (types:3-3) 
718 2 4379 4380 # core-shell (types:3-3) 
719 2 4381 4382 # core-shell (types:3-3) 
720 2 4383 4384 # core-shell (types:3-3) 
721 2 4385 4386 # core-shell (types:3-3) 
722 2 4387 4388 # core-shell (types:3-3) 
723 2 4389 4390 # core-shell (types:3-3) 
724 2 4391 4392 # core-shell (types:3-3) 
725 2 4393 4394 # core-shell (types:3-3) 
726 2 4395 4396 # core-shell (types:3-3) 
727 2 4397 4398 # core-shell (types:3-3) 
728 2 4399 4400 # core-shell (types:3-3) 
729 2 4401 4402 # core-shell (types:3-3) 
730 2 4403 4404 # core-shell (types:3-3) 
731 2 4405 4406 # core-shell (types:3-3) 
732 2 4407 4408 # core-shell (types:3-3) 
733 2 4409 4410 # core-shell (types:3-3) 
734 2 4411 4412 # core-shell (types:3-3) 
735 2 4413 4414 # core-shell (types:3-3) 
736 2 4415 4416 # core-shell (types:3-3) 
737 2 4417 4418 # core-shell (types:3-3) 
738 2 4419 4420 # core-shell (types:3-3) 
739 2 4421 4422 # core-shell (types:3-3) 
740 2 4423 4424 # core-shell (types:3-3) 
741 2 4425 4426 # core-shell (types:3-3) 
742 2 4427 4428 # core-shell (types:3-3) 
743 2 4429 4430 # core-shell (types:3-3) 
744 2 4431 4432 # core-shell (types:3-3) 
745 2 4433 4434 # core-shell (types:3-3) 
746 2 4435 4436 # core-shell (types:3-3) 
747 2 4437 4438 # core-shell (types:3-3) 
748 2 4439 4440 # core-shell (types:3-3) 
749 2 4441 4442 # core-shell (types:3-3) 
750 2 4443 4444 # core-shell (types:3-3) 
751 2 4445 4446 # core-shell (types:3-3) 
752 2 4447 4448 # core-shell (types:3-3) 
753 2 4449 4450 # core-shell (types:3-3) 
754 2 4451 4452 # core-shell (types:3-3) 
755 2 4453 4454 # core-shell (types:3-3) 
756 2 4455 4456 # core-shell (types:3-3) 
757 2 4457 4458 # core-shell (types:3-3) 
758 2 4459 4460 # core-shell (types:3-3) 
759 2 4461 4462 # core-shell (types:3-3) 
760 2 4463 4464 # core-shell (types:3-3) 
761 2 4465 4466 # core-shell (types:3-3) 
762 2 4467 4468 # core-shell (types:3-3) 
763 2 4469 4470 # core-shell (types:3-3) 
764 2 4471 4472 # core-shell (types:3-3) 
765 2 4473 4474 # core-shell (types:3-3) 
766 2 4475 4476 # core-shell (types:3-3) 
767 2 4477 4478 # core-shell (types:3-3) 
768 2 4479 4480 # core-shell (types:3-3) 
769 2 4481 4482 # core-shell (types:3-3) 
770 2 4483 4484 # core-shell (types:3-3) 
771 2 4485 4486 # core-shell (types:3-3) 
772 2 4487 4488 # core-shell (types:3-3) 
773 2 4489 4490 # core-shell (types:3-3) 
774 2 4491 4492 # core-shell (types:3-3) 
775 2 4493 4494 # core-shell (types:3-3) 
776 2 4495 4496 # core-shell (types:3-3) 
777 2 4497 4498 # core-shell (types:3-3) 
778 2 4499 4500 # core-shell (types:3-3) 
779 2 4501 4502 # core-shell (types:3-3) 
780 2 4503 4504 # core-shell (types:3-3) 
781 2 4505 4506 # core-shell (types:3-3) 
782 2 4507 4508 # core-shell (types:3-3) 
783 2 4509 4510 # core-shell (types:3-3) 
784 2 4511 4512 # core-shell (types:3-3) 
785 2 4513 4514 # core-shell (types:3-3) 
786 2 4515 4516 # core-shell (types:3-3) 
787 2 4517 4518 # core-shell (types:3-3) 
788 2 4519 4520 # core-shell (types:3-3) 
789 2 4521 4522 # core-shell (types:3-3) 
790 2 4523 4524 # core-shell (types:3-3) 
791 2 4525 4526 # core-shell (types:3-3) 
792 2 4527 4528 # core-shell (types:3-3) 
793 2 4529 4530 # core-shell (types:3-3) 
794 2 4531 4532 # core-shell (types:3-3) 
795 2 4533 4534 # core-shell (types:3-3) 
796 2 4535 4536 # core-shell (types:3-3) 
797 2 4537 4538 # core-shell (types:3-3) 
798 2 4539 4540 # core-shell (types:3-3) 
799 2 4541 4542 # core-shell (types:3-3) 
800 2 4543 4544 # core-shell (types:3-3) 
801 2 4545 4546 # core-shell (types:3-3) 
802 2 4547 4548 # core-shell (types:3-3) 
803 2 4549 4550 # core-shell (types:3-3) 
804 2 4551 4552 # core-shell (types:3-3) 
805 2 4553 4554 # core-shell (types:3-3) 
806 2 4555 4556 # core-shell (types:3-3) 
807 2 4557 4558 # core-shell (types:3-3) 
808 2 4559 4560 # core-shell (types:3-3) 
809 2 4561 4562 # core-shell (types:3-3) 
810 2 4563 4564 # core-shell (types:3-3) 
811 2 4565 4566 # core-shell (types:3-3) 
812 2 4567 4568 # core-shell (types:3-3) 
813 2 4569 4570 # core-shell (types:3-3) 
814 2 4571 4572 # core-shell (types:3-3) 
815 2 4573 4574 # core-shell (types:3-3) 
816 2 4575 4576 # core-shell (types:3-3) 
817 2 4577 4578 # core-shell (types:3-3) 
818 2 4579 4580 # core-shell (types:3-3) 
819 2 4581 4582 # core-shell (types:3-3) 
820 2 4583 4584 # core-shell (types:3-3) 
821 2 4585 4586 # core-shell (types:3-3) 
822 2 4587 4588 # core-shell (types:3-3) 
823 2 4589 4590 # core-shell (types:3-3) 
824 2 4591 4592 # core-shell (types:3-3) 
825 2 4593 4594 # core-shell (types:3-3) 
826 2 4595 4596 # core-shell (types:3-3) 
827 2 4597 4598 # core-shell (types:3-3) 
828 2 4599 4600 # core-shell (types:3-3) 
829 2 4601 4602 # core-shell (types:3-3) 
830 2 4603 4604 # core-shell (types:3-3) 
831 2 4605 4606 # core-shell (types:3-3) 
832 2 4607 4608 # core-shell (types:3-3) 
833 2 4609 4610 # core-shell (types:3-3) 
834 2 4611 4612 # core-shell (types:3-3) 
835 2 4613 4614 # core-shell (types:3-3) 
836 2 4615 4616 # core-shell (types:3-3) 
837 2 4617 4618 # core-shell (types:3-3) 
838 2 4619 4620 # core-shell (types:3-3) 
839 2 4621 4622 # core-shell (types:3-3) 
840 2 4623 4624 # core-shell (types:3-3) 
841 2 4625 4626 # core-shell (types:3-3) 
842 2 4627 4628 # core-shell (types:3-3) 
843 2 4629 4630 # core-shell (types:3-3) 
844 2 4631 4632 # core-shell (types:3-3) 
845 2 4633 4634 # core-shell (types:3-3) 
846 2 4635 4636 # core-shell (types:3-3) 
847 2 4637 4638 # core-shell (types:3-3) 
848 2 4639 4640 # core-shell (types:3-3) 
849 2 4641 4642 # core-shell (types:3-3) 
850 2 4643 4644 # core-shell (types:3-3) 
851 2 4645 4646 # core-shell (types:3-3) 
852 2 4647 4648 # core-shell (types:3-3) 
853 2 4649 4650 # core-shell (types:3-3) 
854 2 4651 4652 # core-shell (types:3-3) 
855 2 4653 4654 # core-shell (types:3-3) 
856 2 4655 4656 # core-shell (types:3-3) 
857 2 4657 4658 # core-shell (types:3-3) 
858 2 4659 4660 # core-shell (types:3-3) 
859 2 4661 4662 # core-shell (types:3-3) 
860 2 4663 4664 # core-shell (types:3-3) 
861 2 4665 4666 # core-shell (types:3-3) 
862 2 4667 4668 # core-shell (types:3-3) 
863 2 4669 4670 # core-shell (types:3-3) 
864 2 4671 4672 # core-shell (types:3-3) 
865 2 4673 4674 # core-shell (types:3-3) 
