################################################################################
# Neural network connection values (weights and biases).
################################################################################
# Col  Name       Description
################################################################################
# 1    connection Neural network connection value.
# 2    t          Connection type (a = weight, b = bias).
# 3    index      Index enumerating weights.
# 4    l_s        Starting point layer (end point layer for biases).
# 5    n_s        Starting point neuron in starting layer (end point neuron for biases).
# 6    l_e        End point layer.
# 7    n_e        End point neuron in end layer.
################################################################################
#                      1 2         3     4     5     6     7
#             connection t     index   l_s   n_s   l_e   n_e
############################################################
 -4.6732372991427767E-01 a      1581     1    15     2     1
 -2.1199543065718601E-01 a      1582     1    15     2     2
  2.3113577881540310E+00 a      1583     1    15     2     3
  3.5392508118003813E-01 a      1584     1    15     2     4
 -6.4393574081510774E-01 a      1585     1    15     2     5
  1.6766498873570362E-01 a      1586     1    15     2     6
  8.5554579137799136E-01 a      1587     1    15     2     7
  9.8600010912317321E-02 a      1588     1    15     2     8
  1.1481431044068497E+00 a      1589     1    15     2     9
  1.4460585573685003E+00 a      1590     1    15     2    10
  3.6005087951500729E+00 a      1591     1    15     2    11
  1.2153675537113349E+00 a      1592     1    15     2    12
 -1.2738617510735712E+00 a      1593     1    15     2    13
 -1.9963220581392882E-01 a      1594     1    15     2    14
  2.8893599631959709E-02 a      1595     1    15     2    15
 -1.7819330421815349E+00 a      1596     1    15     2    16
 -9.7731507932796655E-02 a      1597     1    15     2    17
  1.3295378231654298E+00 a      1598     1    15     2    18
  5.8414578781439130E-01 a      1599     1    15     2    19
  9.6354023060514182E-01 a      1600     1    15     2    20
  5.1394373529700588E-01 a      1601     1    16     2     1
  1.0413914833066122E+00 a      1602     1    16     2     2
 -2.5144981952804124E-01 a      1603     1    16     2     3
 -4.2682081363189622E-01 a      1604     1    16     2     4
 -6.8865856490016664E-01 a      1605     1    16     2     5
 -5.0092698239092980E-02 a      1606     1    16     2     6
  2.9600493044891426E-02 a      1607     1    16     2     7
  1.2809810056358952E+00 a      1608     1    16     2     8
 -6.6541849004584197E-01 a      1609     1    16     2     9
 -4.8364755586329668E-02 a      1610     1    16     2    10
 -1.0853034507538677E+00 a      1611     1    16     2    11
  6.2648832360492579E-01 a      1612     1    16     2    12
 -1.6540592824659542E-01 a      1613     1    16     2    13
  1.7829854571728238E-01 a      1614     1    16     2    14
  5.4177040541653831E-01 a      1615     1    16     2    15
  1.0458659412116640E+00 a      1616     1    16     2    16
 -3.3006078952487655E-01 a      1617     1    16     2    17
  4.5637303801898066E-01 a      1618     1    16     2    18
 -1.1306434933912477E+00 a      1619     1    16     2    19
 -5.5018451309253502E-01 a      1620     1    16     2    20
  1.0929828368016186E+00 a      1621     1    17     2     1
  1.3185579984216547E-01 a      1622     1    17     2     2
  2.6209767290623840E+00 a      1623     1    17     2     3
  4.8040811945495415E-01 a      1624     1    17     2     4
  1.8046037431021253E-01 a      1625     1    17     2     5
  1.2165872018719457E+00 a      1626     1    17     2     6
 -5.7543050657017170E-01 a      1627     1    17     2     7
  1.0580295753195055E+00 a      1628     1    17     2     8
 -4.9338151747388564E-02 a      1629     1    17     2     9
 -6.2075739283360232E-01 a      1630     1    17     2    10
  2.1520175222356248E+00 a      1631     1    17     2    11
  6.7513976034892986E-01 a      1632     1    17     2    12
 -1.4614850678633071E+00 a      1633     1    17     2    13
 -1.3450399199393664E-01 a      1634     1    17     2    14
 -3.0201306231461245E-01 a      1635     1    17     2    15
 -1.2937460517198471E+00 a      1636     1    17     2    16
 -2.1153322431933511E-01 a      1637     1    17     2    17
 -1.2437059023055785E+00 a      1638     1    17     2    18
  5.7365373207067472E-01 a      1639     1    17     2    19
  4.9272205764403459E-01 a      1640     1    17     2    20
 -7.2240516764718254E-01 a      1641     1    18     2     1
 -4.9037703001018472E-02 a      1642     1    18     2     2
  5.9005741681636659E-01 a      1643     1    18     2     3
  2.8102048272779445E-01 a      1644     1    18     2     4
  7.4220375171184383E-01 a      1645     1    18     2     5
 -2.3244530569566213E-01 a      1646     1    18     2     6
  1.9068724464384526E+00 a      1647     1    18     2     7
  3.5255905170767643E-01 a      1648     1    18     2     8
  1.0621802944272838E+00 a      1649     1    18     2     9
  6.6753743444627112E-01 a      1650     1    18     2    10
  1.2760938997148424E-01 a      1651     1    18     2    11
 -1.7137510851827471E+00 a      1652     1    18     2    12
  1.3510578439250329E+00 a      1653     1    18     2    13
 -4.7623108892853666E-01 a      1654     1    18     2    14
  4.8350758920823955E-01 a      1655     1    18     2    15
  4.4482538605857508E-01 a      1656     1    18     2    16
 -7.0227881559801864E-01 a      1657     1    18     2    17
  3.6975827683106705E-01 a      1658     1    18     2    18
  3.5082889728596611E-01 a      1659     1    18     2    19
  9.4809123126937167E-01 a      1660     1    18     2    20
  6.7632821228552464E-01 a      1661     1    19     2     1
  1.3639495673088234E-01 a      1662     1    19     2     2
  5.4116893765141993E-01 a      1663     1    19     2     3
 -4.0666366667023351E-01 a      1664     1    19     2     4
 -1.6244885247971674E-01 a      1665     1    19     2     5
 -1.2152149160288839E-01 a      1666     1    19     2     6
 -1.5804334692283287E-01 a      1667     1    19     2     7
  2.2310860161500654E-01 a      1668     1    19     2     8
 -4.5593768818164743E-01 a      1669     1    19     2     9
  4.7894366278984679E-01 a      1670     1    19     2    10
  2.0646162158078405E+00 a      1671     1    19     2    11
 -4.8702865980074977E-01 a      1672     1    19     2    12
 -4.5349422392026728E-01 a      1673     1    19     2    13
 -4.2529213060849963E-01 a      1674     1    19     2    14
 -8.4243415611335130E-03 a      1675     1    19     2    15
 -9.2215816036743201E-03 a      1676     1    19     2    16
 -9.9195204278274962E-01 a      1677     1    19     2    17
  5.9299317126609119E-01 a      1678     1    19     2    18
 -1.9905184776335791E-01 a      1679     1    19     2    19
 -1.1087662890282393E-01 a      1680     1    19     2    20
 -3.9696919470508529E-01 a      1681     1    20     2     1
  4.8324885001081513E-01 a      1682     1    20     2     2
 -1.9654589969056866E+00 a      1683     1    20     2     3
 -5.8542842070381629E-01 a      1684     1    20     2     4
 -6.0426982988227640E-01 a      1685     1    20     2     5
 -5.0184618149073745E-01 a      1686     1    20     2     6
  9.6186721244310391E-01 a      1687     1    20     2     7
  7.4063025480657696E-01 a      1688     1    20     2     8
  5.9884508063840514E-01 a      1689     1    20     2     9
 -1.3930574999462375E+00 a      1690     1    20     2    10
  3.3994771007705371E-01 a      1691     1    20     2    11
 -1.2516814333769706E+00 a      1692     1    20     2    12
  1.1772836850129662E+00 a      1693     1    20     2    13
  3.2828982617225527E-01 a      1694     1    20     2    14
  8.7502640236041873E-01 a      1695     1    20     2    15
  1.5677777087140503E+00 a      1696     1    20     2    16
 -6.1983659801078372E-01 a      1697     1    20     2    17
 -3.9816887677544544E-01 a      1698     1    20     2    18
  1.4453104694007737E-01 a      1699     1    20     2    19
 -1.7352439623566336E+00 a      1700     1    20     2    20
 -1.1601079931732344E-01 b      1701     2     1
  1.7949632273047889E-01 b      1702     2     2
  5.0985290690190765E-01 b      1703     2     3
 -5.8281890983688278E-01 b      1704     2     4
 -5.8032579915343485E-01 b      1705     2     5
  2.5294527882979273E-01 b      1706     2     6
 -8.2641136913809810E-01 b      1707     2     7
  8.3292685278555723E-01 b      1708     2     8
  1.1923580218129484E-01 b      1709     2     9
 -9.0863013218210345E-02 b      1710     2    10
  1.3640047117412848E+00 b      1711     2    11
 -2.8755649286178314E-01 b      1712     2    12
 -9.9143041083640560E-01 b      1713     2    13
 -1.1790250439024139E-01 b      1714     2    14
 -2.4801840263258618E-01 b      1715     2    15
 -7.8145105309086360E-01 b      1716     2    16
  4.9386093617393079E-01 b      1717     2    17
  3.8561205144629279E-01 b      1718     2    18
 -4.4008096679560688E-01 b      1719     2    19
 -4.0989646101369787E-01 b      1720     2    20
  3.3585515629192519E-01 a      1721     2     1     3     1
 -1.0666398811136507E-01 a      1722     2     1     3     2
 -6.3524813561670823E-01 a      1723     2     1     3     3
  3.9665033454552057E-01 a      1724     2     1     3     4
  9.7936762446129899E-01 a      1725     2     1     3     5
 -4.9990449103567969E-01 a      1726     2     1     3     6
  1.8210423728761888E-01 a      1727     2     1     3     7
 -2.1610711979748290E-01 a      1728     2     1     3     8
 -4.6714242238757153E-01 a      1729     2     1     3     9
 -4.5661636033647462E-01 a      1730     2     1     3    10
 -1.4472026737432471E+00 a      1731     2     2     3     1
  5.9459489424264311E-01 a      1732     2     2     3     2
  7.2039410797726344E-01 a      1733     2     2     3     3
 -1.4605757125909805E-01 a      1734     2     2     3     4
 -6.4001593058326123E-01 a      1735     2     2     3     5
  5.3864663547934499E-01 a      1736     2     2     3     6
 -1.6293097274554316E+00 a      1737     2     2     3     7
  1.4842757475857060E+00 a      1738     2     2     3     8
 -1.0063580910516126E+00 a      1739     2     2     3     9
  7.9384495264225563E-01 a      1740     2     2     3    10
  2.8815874307547523E-01 a      1741     2     3     3     1
 -2.7572651005378584E-01 a      1742     2     3     3     2
  5.5030216473821225E-02 a      1743     2     3     3     3
  4.4870692987803058E-02 a      1744     2     3     3     4
  3.3981557793678868E-01 a      1745     2     3     3     5
  1.3632456856259270E-01 a      1746     2     3     3     6
  1.2345794335828497E+00 a      1747     2     3     3     7
 -1.1858545369747658E-01 a      1748     2     3     3     8
 -7.3124413154151902E-01 a      1749     2     3     3     9
 -4.7791460679555170E-01 a      1750     2     3     3    10
  6.9745086244115584E-01 a      1751     2     4     3     1
 -5.4624444190929600E-01 a      1752     2     4     3     2
 -7.0743957860555512E-02 a      1753     2     4     3     3
  2.8687196823842454E-01 a      1754     2     4     3     4
  4.6016396946383725E-01 a      1755     2     4     3     5
 -1.8216601372053495E-01 a      1756     2     4     3     6
  6.1030352118514972E-02 a      1757     2     4     3     7
 -6.2769508257711337E-01 a      1758     2     4     3     8
  2.5980701172813775E-01 a      1759     2     4     3     9
 -2.8146513998123488E-02 a      1760     2     4     3    10
 -7.3748007555053163E-01 a      1761     2     5     3     1
  5.8654148893989178E-01 a      1762     2     5     3     2
 -6.0649586871591860E-02 a      1763     2     5     3     3
  6.5717916822660705E-02 a      1764     2     5     3     4
  1.4138998596755267E-02 a      1765     2     5     3     5
  1.3378869133547118E+00 a      1766     2     5     3     6
  2.1454718608984724E-01 a      1767     2     5     3     7
  7.7023694867084247E-01 a      1768     2     5     3     8
 -6.4503055407017296E-01 a      1769     2     5     3     9
  2.8442323439274936E-01 a      1770     2     5     3    10
 -5.2529485197524173E-01 a      1771     2     6     3     1
 -1.1784105062424797E+00 a      1772     2     6     3     2
  1.5392613092711338E-01 a      1773     2     6     3     3
  1.3590475356912074E-01 a      1774     2     6     3     4
 -1.5241590587928596E-02 a      1775     2     6     3     5
 -1.1999297133611280E+00 a      1776     2     6     3     6
 -8.7375007651028458E-01 a      1777     2     6     3     7
  5.7241007544625511E-01 a      1778     2     6     3     8
 -5.0969484749784344E-01 a      1779     2     6     3     9
 -6.0140831352531676E-01 a      1780     2     6     3    10
 -5.1621185635480837E-01 a      1781     2     7     3     1
  1.8502741628571064E+00 a      1782     2     7     3     2
  7.2288386719628372E-01 a      1783     2     7     3     3
 -1.0232069186789685E+00 a      1784     2     7     3     4
 -1.3868807214065824E+00 a      1785     2     7     3     5
  6.6475740172857245E-01 a      1786     2     7     3     6
 -5.2308580676731242E-01 a      1787     2     7     3     7
  9.6677117550869762E-01 a      1788     2     7     3     8
 -1.9387683269615616E-01 a      1789     2     7     3     9
  3.4265344152632693E-01 a      1790     2     7     3    10
 -6.9291145513606475E-02 a      1791     2     8     3     1
  5.3877303577954760E-01 a      1792     2     8     3     2
  6.9426907617784717E-01 a      1793     2     8     3     3
 -1.0225801671162138E+00 a      1794     2     8     3     4
 -1.0020460219429976E+00 a      1795     2     8     3     5
  9.2089390190636844E-01 a      1796     2     8     3     6
 -1.8085260023841077E-01 a      1797     2     8     3     7
 -1.0460820909598603E+00 a      1798     2     8     3     8
  6.1827282094158553E-01 a      1799     2     8     3     9
  1.0775406015802629E+00 a      1800     2     8     3    10
  6.7849600479562877E-01 a      1801     2     9     3     1
 -2.3385897331667119E-01 a      1802     2     9     3     2
 -2.2659299477845618E-01 a      1803     2     9     3     3
 -3.0370618845695710E-02 a      1804     2     9     3     4
  3.5425687699285274E-01 a      1805     2     9     3     5
  2.0276929531599006E-01 a      1806     2     9     3     6
  5.3652049501283583E-01 a      1807     2     9     3     7
 -6.5686069384737766E-01 a      1808     2     9     3     8
 -3.0223921655371522E-01 a      1809     2     9     3     9
  2.8422429875139887E-01 a      1810     2     9     3    10
  4.7217792853200979E-01 a      1811     2    10     3     1
 -7.5124805184972692E-04 a      1812     2    10     3     2
 -5.0193806981553146E-01 a      1813     2    10     3     3
  3.0588902932682333E-01 a      1814     2    10     3     4
  7.1386564555215004E-01 a      1815     2    10     3     5
 -3.6205442146088210E-03 a      1816     2    10     3     6
 -2.9608262205234037E-01 a      1817     2    10     3     7
 -1.4705433205460608E-01 a      1818     2    10     3     8
 -3.5251996962860677E-01 a      1819     2    10     3     9
  4.1283768665300408E-01 a      1820     2    10     3    10
 -5.5830741753252133E-01 a      1821     2    11     3     1
 -5.2550405933310236E-02 a      1822     2    11     3     2
 -2.7531516417303792E-01 a      1823     2    11     3     3
  1.2235282472864306E+00 a      1824     2    11     3     4
  3.6842947005691323E-01 a      1825     2    11     3     5
  6.2631178252259867E-01 a      1826     2    11     3     6
  4.3010670907352683E-01 a      1827     2    11     3     7
  3.4882739580045169E-01 a      1828     2    11     3     8
 -1.3807601556026591E-01 a      1829     2    11     3     9
 -2.3887885909754794E-01 a      1830     2    11     3    10
 -2.5100296205728856E-01 a      1831     2    12     3     1
 -3.6892856223310033E-01 a      1832     2    12     3     2
  5.3689692363526620E-01 a      1833     2    12     3     3
 -1.4735298094480511E+00 a      1834     2    12     3     4
 -7.6560356953803266E-01 a      1835     2    12     3     5
 -3.4062268349991426E-01 a      1836     2    12     3     6
 -3.4102591269491550E-01 a      1837     2    12     3     7
 -3.3063267620661929E-01 a      1838     2    12     3     8
 -1.8608416412889073E-01 a      1839     2    12     3     9
 -1.4351108793652068E-01 a      1840     2    12     3    10
 -2.5626791628216167E-01 a      1841     2    13     3     1
  3.9710238814366688E-01 a      1842     2    13     3     2
  5.3868440680906338E-01 a      1843     2    13     3     3
  1.5966321688461516E-01 a      1844     2    13     3     4
 -1.4921166983237669E-01 a      1845     2    13     3     5
 -6.5950924728628180E-01 a      1846     2    13     3     6
 -3.6595395701648920E-01 a      1847     2    13     3     7
 -5.5927911407560683E-02 a      1848     2    13     3     8
 -8.9648441602725504E-01 a      1849     2    13     3     9
 -6.0172367020443385E-01 a      1850     2    13     3    10
 -2.3868787128674138E-01 a      1851     2    14     3     1
 -7.4370472296703571E-01 a      1852     2    14     3     2
  4.8710803659187561E-03 a      1853     2    14     3     3
  6.9055126442989712E-01 a      1854     2    14     3     4
  3.2270717670735949E-01 a      1855     2    14     3     5
 -5.6578510470975607E-01 a      1856     2    14     3     6
 -2.2107933158161405E-01 a      1857     2    14     3     7
  4.3039211489974161E-01 a      1858     2    14     3     8
 -3.2934863408007697E-01 a      1859     2    14     3     9
 -6.4258601255777733E-03 a      1860     2    14     3    10
  6.8294753390067653E-01 a      1861     2    15     3     1
  2.9967584234079037E-01 a      1862     2    15     3     2
 -5.8747384178566564E-01 a      1863     2    15     3     3
  3.8223218496508143E-01 a      1864     2    15     3     4
  1.1752402276769731E+00 a      1865     2    15     3     5
  8.0652565881038885E-01 a      1866     2    15     3     6
  7.8418700778007311E-01 a      1867     2    15     3     7
 -5.2475225971931616E-01 a      1868     2    15     3     8
  9.1409659982943967E-02 a      1869     2    15     3     9
  2.4047091795779060E-01 a      1870     2    15     3    10
 -2.8660538078323416E-01 a      1871     2    16     3     1
  2.9582567039058866E-01 a      1872     2    16     3     2
  2.0763401410466759E-01 a      1873     2    16     3     3
  2.6837524230956301E-02 a      1874     2    16     3     4
  4.3918964754242790E-01 a      1875     2    16     3     5
  1.6655996870201042E+00 a      1876     2    16     3     6
  1.3069647248749969E+00 a      1877     2    16     3     7
 -1.2322955505979398E-01 a      1878     2    16     3     8
 -4.0212164266648870E-01 a      1879     2    16     3     9
 -1.0020273100508899E+00 a      1880     2    16     3    10
  3.8873167506612699E-01 a      1881     2    17     3     1
  2.4631086222072296E-01 a      1882     2    17     3     2
 -3.6358363054720849E-01 a      1883     2    17     3     3
  8.7321916559135127E-01 a      1884     2    17     3     4
  6.1627156454187704E-01 a      1885     2    17     3     5
  1.7293220626370534E-01 a      1886     2    17     3     6
  6.9232761598091452E-01 a      1887     2    17     3     7
 -2.0293019341909763E-01 a      1888     2    17     3     8
 -1.9134129497184676E-01 a      1889     2    17     3     9
 -1.5703525659960102E-01 a      1890     2    17     3    10
  1.0207912565401364E-02 a      1891     2    18     3     1
 -7.2495966670645326E-02 a      1892     2    18     3     2
  5.0579897703225252E-01 a      1893     2    18     3     3
 -6.6000891223004976E-01 a      1894     2    18     3     4
 -6.3623947610570319E-01 a      1895     2    18     3     5
 -3.0879722959619887E-01 a      1896     2    18     3     6
 -5.4901101833996280E-01 a      1897     2    18     3     7
 -9.4755599740254728E-03 a      1898     2    18     3     8
  4.2573740123800102E-01 a      1899     2    18     3     9
 -2.8072200545341989E-02 a      1900     2    18     3    10
 -9.2455870667509610E-01 a      1901     2    19     3     1
  3.6995819023099502E-01 a      1902     2    19     3     2
  2.2289898593169882E-01 a      1903     2    19     3     3
 -2.6431338934688342E-01 a      1904     2    19     3     4
 -7.0668119343629909E-01 a      1905     2    19     3     5
  2.2596621108562950E-01 a      1906     2    19     3     6
 -6.1029791873106443E-01 a      1907     2    19     3     7
  8.6602152050018288E-01 a      1908     2    19     3     8
 -4.8291688129196736E-01 a      1909     2    19     3     9
 -2.3573891876490397E-02 a      1910     2    19     3    10
 -4.4279292778680407E-01 a      1911     2    20     3     1
  1.7321029202128551E+00 a      1912     2    20     3     2
  3.2855651463439950E-01 a      1913     2    20     3     3
  1.0356564572283962E+00 a      1914     2    20     3     4
 -7.0070021983919012E-02 a      1915     2    20     3     5
  8.8931644675123345E-01 a      1916     2    20     3     6
 -9.2209569306138728E-01 a      1917     2    20     3     7
  5.0957382219423242E-01 a      1918     2    20     3     8
  4.5669448190521700E-01 a      1919     2    20     3     9
  8.1799480414148507E-01 a      1920     2    20     3    10
 -8.2001870061145149E-02 b      1921     3     1
 -2.9935633858418759E-01 b      1922     3     2
  5.7984163015597145E-01 b      1923     3     3
 -3.1150386046617051E-01 b      1924     3     4
 -3.5702503607264724E-01 b      1925     3     5
 -1.0785696378729799E-01 b      1926     3     6
 -5.5069661980187501E-01 b      1927     3     7
 -3.6473467059880457E-02 b      1928     3     8
 -1.8079155336728194E+00 b      1929     3     9
 -4.9673077284498107E-01 b      1930     3    10
 -2.3319731421196446E-01 a      1931     3     1     4     1
 -2.4218236787059425E-02 a      1932     3     2     4     1
  1.6310095797894530E-01 a      1933     3     3     4     1
 -3.1660085419213710E-02 a      1934     3     4     4     1
  9.4189711244102026E-02 a      1935     3     5     4     1
 -3.6254795614747586E-02 a      1936     3     6     4     1
  5.9006361539323843E-02 a      1937     3     7     4     1
  1.0403368091565678E-01 a      1938     3     8     4     1
  1.2884058929516504E-01 a      1939     3     9     4     1
  1.1746141482057797E-01 a      1940     3    10     4     1
 -2.3353454200424448E-01 b      1941     4     1
