# LAMMPS data file

4440 atoms
4 atom types

0.0 26.789730072 xlo xhi
0.0 46.5447616577 ylo yhi
0.0 39.9525647336 zlo zhi
0.0 -7.2980511784 0.0 xy xz yz
1031 1 0.0 10.297559484 3.924649855 9.997140337
1032 1 0.0 6.648533895 3.924649855 29.973422704
1033 1 0.0 10.297559484 13.233602326 9.997140337
1034 1 0.0 6.648533895 13.233602326 29.973422704
1035 1 0.0 10.297559484 22.542554102 9.997140337
1036 1 0.0 6.648533895 22.542554102 29.973422704
1037 1 0.0 10.297559484 31.851507266 9.997140337
1038 1 0.0 6.648533895 31.851507266 29.973422704
1039 1 0.0 10.297559484 41.160459043 9.997140337
1040 1 0.0 6.648533895 41.160459043 29.973422704
1041 1 0.0 15.655505179 3.924649855 9.997140337
1042 1 0.0 12.00647959 3.924649855 29.973422704
1043 1 0.0 15.655505179 13.233602326 9.997140337
1044 1 0.0 12.00647959 13.233602326 29.973422704
1045 1 0.0 15.655505179 22.542554102 9.997140337
1046 1 0.0 12.00647959 22.542554102 29.973422704
1047 1 0.0 15.655505179 31.851507266 9.997140337
1048 1 0.0 12.00647959 31.851507266 29.973422704
1049 1 0.0 15.655505179 41.160459043 9.997140337
1050 1 0.0 12.00647959 41.160459043 29.973422704
1051 1 0.0 21.013452471 3.924649855 9.997140337
1052 1 0.0 17.364426882 3.924649855 29.973422704
1053 1 0.0 21.013452471 13.233602326 9.997140337
1054 1 0.0 17.364426882 13.233602326 29.973422704
1055 1 0.0 21.013452471 22.542554102 9.997140337
1056 1 0.0 17.364426882 22.542554102 29.973422704
1057 1 0.0 21.013452471 31.851507266 9.997140337
1058 1 0.0 17.364426882 31.851507266 29.973422704
1059 1 0.0 21.013452471 41.160459043 9.997140337
1060 1 0.0 17.364426882 41.160459043 29.973422704
1061 1 0.0 3.039509262 3.924649855 4.985071141
1062 1 0.0 -0.609516382 3.924649855 24.961353805
1063 1 0.0 3.039509262 13.233602326 4.985071141
1064 1 0.0 -0.609516382 13.233602326 24.961353805
1065 1 0.0 3.039509262 22.542554102 4.985071141
1066 1 0.0 -0.609516382 22.542554102 24.961353805
1067 1 0.0 3.039509262 31.851507266 4.985071141
1068 1 0.0 -0.609516382 31.851507266 24.961353805
1069 1 0.0 3.039509262 41.160459043 4.985071141
1070 1 0.0 -0.609516382 41.160459043 24.961353805
1071 1 0.0 8.397454957 3.924649855 4.985071141
1072 1 0.0 4.748429314 3.924649855 24.961353805
1073 1 0.0 8.397454957 13.233602326 4.985071141
1074 1 0.0 4.748429314 13.233602326 24.961353805
1075 1 0.0 8.397454957 22.542554102 4.985071141
1076 1 0.0 4.748429314 22.542554102 24.961353805
1077 1 0.0 8.397454957 31.851507266 4.985071141
1078 1 0.0 4.748429314 31.851507266 24.961353805
1079 1 0.0 8.397454957 41.160459043 4.985071141
1080 1 0.0 4.748429314 41.160459043 24.961353805
1081 1 0.0 13.755401451 3.924649855 4.985071141
1082 1 0.0 10.106375807 3.924649855 24.961353805
1083 1 0.0 13.755401451 13.233602326 4.985071141
1084 1 0.0 10.106375807 13.233602326 24.961353805
1085 1 0.0 13.755401451 22.542554102 4.985071141
1086 1 0.0 10.106375807 22.542554102 24.961353805
1087 1 0.0 13.755401451 31.851507266 4.985071141
1088 1 0.0 10.106375807 31.851507266 24.961353805
1089 1 0.0 13.755401451 41.160459043 4.985071141
1090 1 0.0 10.106375807 41.160459043 24.961353805
1091 1 0.0 19.113348742 3.924649855 4.985071141
1092 1 0.0 15.464323099 3.924649855 24.961353805
1093 1 0.0 19.113348742 13.233602326 4.985071141
1094 1 0.0 15.464323099 13.233602326 24.961353805
1095 1 0.0 19.113348742 22.542554102 4.985071141
1096 1 0.0 15.464323099 22.542554102 24.961353805
1097 1 0.0 19.113348742 31.851507266 4.985071141
1098 1 0.0 15.464323099 31.851507266 24.961353805
1099 1 0.0 19.113348742 41.160459043 4.985071141
1100 1 0.0 15.464323099 41.160459043 24.961353805
1101 1 0.0 24.471292841 3.924649855 4.985071141
1102 1 0.0 20.822267197 3.924649855 24.961353805
1103 1 0.0 24.471292841 13.233602326 4.985071141
1104 1 0.0 20.822267197 13.233602326 24.961353805
1105 1 0.0 24.471292841 22.542554102 4.985071141
1106 1 0.0 20.822267197 22.542554102 24.961353805
1107 1 0.0 24.471292841 31.851507266 4.985071141
1108 1 0.0 20.822267197 31.851507266 24.961353805
1109 1 0.0 24.471292841 41.160459043 4.985071141
1110 1 0.0 20.822267197 41.160459043 24.961353805
1111 1 0.0 1.214996413 3.924649855 14.973212622
1112 1 0.0 -2.434029176 3.924649855 34.949494988
1113 1 0.0 1.214996413 13.233602326 14.973212622
1114 1 0.0 -2.434029176 13.233602326 34.949494988
1115 1 0.0 1.214996413 22.542554102 14.973212622
1116 1 0.0 -2.434029176 22.542554102 34.949494988
1117 1 0.0 1.214996413 31.851507266 14.973212622
1118 1 0.0 -2.434029176 31.851507266 34.949494988
1119 1 0.0 1.214996413 41.160459043 14.973212622
1120 1 0.0 -2.434029176 41.160459043 34.949494988
1121 1 0.0 6.572942108 3.924649855 14.973212622
1122 1 0.0 2.923916519 3.924649855 34.949494988
1123 1 0.0 6.572942108 13.233602326 14.973212622
1124 1 0.0 2.923916519 13.233602326 34.949494988
1125 1 0.0 6.572942108 22.542554102 14.973212622
1126 1 0.0 2.923916519 22.542554102 34.949494988
1127 1 0.0 6.572942108 31.851507266 14.973212622
1128 1 0.0 2.923916519 31.851507266 34.949494988
1129 1 0.0 6.572942108 41.160459043 14.973212622
1130 1 0.0 2.923916519 41.160459043 34.949494988
1131 1 0.0 11.930888602 3.924649855 14.973212622
1132 1 0.0 8.281863012 3.924649855 34.949494988
1133 1 0.0 11.930888602 13.233602326 14.973212622
1134 1 0.0 8.281863012 13.233602326 34.949494988
1135 1 0.0 11.930888602 22.542554102 14.973212622
1136 1 0.0 8.281863012 22.542554102 34.949494988
1137 1 0.0 11.930888602 31.851507266 14.973212622
1138 1 0.0 8.281863012 31.851507266 34.949494988
1139 1 0.0 11.930888602 41.160459043 14.973212622
1140 1 0.0 8.281863012 41.160459043 34.949494988
1141 1 0.0 17.288834297 3.924649855 14.973212622
1142 1 0.0 13.639808707 3.924649855 34.949494988
1143 1 0.0 17.288834297 13.233602326 14.973212622
1144 1 0.0 13.639808707 13.233602326 34.949494988
1145 1 0.0 17.288834297 22.542554102 14.973212622
1146 1 0.0 13.639808707 22.542554102 34.949494988
1147 1 0.0 17.288834297 31.851507266 14.973212622
1148 1 0.0 13.639808707 31.851507266 34.949494988
1149 1 0.0 17.288834297 41.160459043 14.973212622
1150 1 0.0 13.639808707 41.160459043 34.949494988
1151 1 0.0 22.646779992 3.924649855 14.973212622
1152 1 0.0 18.997754402 3.924649855 34.949494988
1153 1 0.0 22.646779992 13.233602326 14.973212622
1154 1 0.0 18.997754402 13.233602326 34.949494988
1155 1 0.0 22.646779992 22.542554102 14.973212622
1156 1 0.0 18.997754402 22.542554102 34.949494988
1157 1 0.0 22.646779992 31.851507266 14.973212622
1158 1 0.0 18.997754402 31.851507266 34.949494988
1159 1 0.0 22.646779992 41.160459043 14.973212622
1160 1 0.0 18.997754402 41.160459043 34.949494988
1161 1 0.0 0.427230126 2.327238118 4.994070592
1162 1 0.0 -3.221795463 2.327238118 24.970352959
1163 1 0.0 0.427230126 11.636190414 4.994070592
1164 1 0.0 -3.221795463 11.636190414 24.970352959
1165 1 0.0 0.427230126 20.945142191 4.994070592
1166 1 0.0 -3.221795463 20.945142191 24.970352959
1167 1 0.0 0.427230126 30.254093968 4.994070592
1168 1 0.0 -3.221795463 30.254093968 24.970352959
1169 1 0.0 0.427230126 39.563048519 4.994070592
1170 1 0.0 -3.221795463 39.563048519 24.970352959
1171 1 0.0 5.785176121 2.327238118 4.994070592
1172 1 0.0 2.136150531 2.327238118 24.970352959
1173 1 0.0 5.785176121 11.636190414 4.994070592
1174 1 0.0 2.136150531 11.636190414 24.970352959
1175 1 0.0 5.785176121 20.945142191 4.994070592
1176 1 0.0 2.136150531 20.945142191 24.970352959
1177 1 0.0 5.785176121 30.254093968 4.994070592
1178 1 0.0 2.136150531 30.254093968 24.970352959
1179 1 0.0 5.785176121 39.563048519 4.994070592
1180 1 0.0 2.136150531 39.563048519 24.970352959
1181 1 0.0 11.143121816 2.327238118 4.994070592
1182 1 0.0 7.494096227 2.327238118 24.970352959
1183 1 0.0 11.143121816 11.636190414 4.994070592
1184 1 0.0 7.494096227 11.636190414 24.970352959
1185 1 0.0 11.143121816 20.945142191 4.994070592
1186 1 0.0 7.494096227 20.945142191 24.970352959
1187 1 0.0 11.143121816 30.254093968 4.994070592
1188 1 0.0 7.494096227 30.254093968 24.970352959
1189 1 0.0 11.143121816 39.563048519 4.994070592
1190 1 0.0 7.494096227 39.563048519 24.970352959
1191 1 0.0 16.501067511 2.327238118 4.994070592
1192 1 0.0 12.852041922 2.327238118 24.970352959
1193 1 0.0 16.501067511 11.636190414 4.994070592
1194 1 0.0 12.852041922 11.636190414 24.970352959
1195 1 0.0 16.501067511 20.945142191 4.994070592
1196 1 0.0 12.852041922 20.945142191 24.970352959
1197 1 0.0 16.501067511 30.254093968 4.994070592
1198 1 0.0 12.852041922 30.254093968 24.970352959
1199 1 0.0 16.501067511 39.563048519 4.994070592
1200 1 0.0 12.852041922 39.563048519 24.970352959
1201 1 0.0 21.859014803 2.327238118 4.994070592
1202 1 0.0 18.209989213 2.327238118 24.970352959
1203 1 0.0 21.859014803 11.636190414 4.994070592
1204 1 0.0 18.209989213 11.636190414 24.970352959
1205 1 0.0 21.859014803 20.945142191 4.994070592
1206 1 0.0 18.209989213 20.945142191 24.970352959
1207 1 0.0 21.859014803 30.254093968 4.994070592
1208 1 0.0 18.209989213 30.254093968 24.970352959
1209 1 0.0 21.859014803 39.563048519 4.994070592
1210 1 0.0 18.209989213 39.563048519 24.970352959
1211 1 0.0 -1.397282668 2.327238118 14.982211775
1212 1 0.0 -5.046308258 2.327238118 34.958494142
1213 1 0.0 -1.397282668 11.636190414 14.982211775
1214 1 0.0 -5.046308258 11.636190414 34.958494142
1215 1 0.0 -1.397282668 20.945142191 14.982211775
1216 1 0.0 -5.046308258 20.945142191 34.958494142
1217 1 0.0 -1.397282668 30.254093968 14.982211775
1218 1 0.0 -5.046308258 30.254093968 34.958494142
1219 1 0.0 -1.397282668 39.563048519 14.982211775
1220 1 0.0 -5.046308258 39.563048519 34.958494142
1221 1 0.0 3.960663326 2.327238118 14.982211775
1222 1 0.0 0.311637737 2.327238118 34.958494142
1223 1 0.0 3.960663326 11.636190414 14.982211775
1224 1 0.0 0.311637737 11.636190414 34.958494142
1225 1 0.0 3.960663326 20.945142191 14.982211775
1226 1 0.0 0.311637737 20.945142191 34.958494142
1227 1 0.0 3.960663326 30.254093968 14.982211775
1228 1 0.0 0.311637737 30.254093968 34.958494142
1229 1 0.0 3.960663326 39.563048519 14.982211775
1230 1 0.0 0.311637737 39.563048519 34.958494142
1231 1 0.0 9.318609021 2.327238118 14.982211775
1232 1 0.0 5.669583432 2.327238118 34.958494142
1233 1 0.0 9.318609021 11.636190414 14.982211775
1234 1 0.0 5.669583432 11.636190414 34.958494142
1235 1 0.0 9.318609021 20.945142191 14.982211775
1236 1 0.0 5.669583432 20.945142191 34.958494142
1237 1 0.0 9.318609021 30.254093968 14.982211775
1238 1 0.0 5.669583432 30.254093968 34.958494142
1239 1 0.0 9.318609021 39.563048519 14.982211775
1240 1 0.0 5.669583432 39.563048519 34.958494142
1241 1 0.0 14.676554716 2.327238118 14.982211775
1242 1 0.0 11.027529127 2.327238118 34.958494142
1243 1 0.0 14.676554716 11.636190414 14.982211775
1244 1 0.0 11.027529127 11.636190414 34.958494142
1245 1 0.0 14.676554716 20.945142191 14.982211775
1246 1 0.0 11.027529127 20.945142191 34.958494142
1247 1 0.0 14.676554716 30.254093968 14.982211775
1248 1 0.0 11.027529127 30.254093968 34.958494142
1249 1 0.0 14.676554716 39.563048519 14.982211775
1250 1 0.0 11.027529127 39.563048519 34.958494142
1251 1 0.0 20.034502008 2.327238118 14.982211775
1252 1 0.0 16.385476419 2.327238118 34.958494142
1253 1 0.0 20.034502008 11.636190414 14.982211775
1254 1 0.0 16.385476419 11.636190414 34.958494142
1255 1 0.0 20.034502008 20.945142191 14.982211775
1256 1 0.0 16.385476419 20.945142191 34.958494142
1257 1 0.0 20.034502008 30.254093968 14.982211775
1258 1 0.0 16.385476419 30.254093968 34.958494142
1259 1 0.0 20.034502008 39.563048519 14.982211775
1260 1 0.0 16.385476419 39.563048519 34.958494142
1261 1 0.0 1.310588451 3.864471821 7.491105888
1262 1 0.0 -2.338437138 3.864471821 27.467388254
1263 1 0.0 1.310588451 13.173423945 7.491105888
1264 1 0.0 -2.338437138 13.173423945 27.467388254
1265 1 0.0 1.310588451 22.482377108 7.491105888
1266 1 0.0 -2.338437138 22.482377108 27.467388254
1267 1 0.0 1.310588451 31.791327498 7.491105888
1268 1 0.0 -2.338437138 31.791327498 27.467388254
1269 1 0.0 1.310588451 41.100282049 7.491105888
1270 1 0.0 -2.338437138 41.100282049 27.467388254
1271 1 0.0 6.668534745 3.864471821 7.491105888
1272 1 0.0 3.019509156 3.864471821 27.467388254
1273 1 0.0 6.668534745 13.173423945 7.491105888
1274 1 0.0 3.019509156 13.173423945 27.467388254
1275 1 0.0 6.668534745 22.482377108 7.491105888
1276 1 0.0 3.019509156 22.482377108 27.467388254
1277 1 0.0 6.668534745 31.791327498 7.491105888
1278 1 0.0 3.019509156 31.791327498 27.467388254
1279 1 0.0 6.668534745 41.100282049 7.491105888
1280 1 0.0 3.019509156 41.100282049 27.467388254
1281 1 0.0 12.02648044 3.864471821 7.491105888
1282 1 0.0 8.377454851 3.864471821 27.467388254
1283 1 0.0 12.02648044 13.173423945 7.491105888
1284 1 0.0 8.377454851 13.173423945 27.467388254
1285 1 0.0 12.02648044 22.482377108 7.491105888
1286 1 0.0 8.377454851 22.482377108 27.467388254
1287 1 0.0 12.02648044 31.791327498 7.491105888
1288 1 0.0 8.377454851 31.791327498 27.467388254
1289 1 0.0 12.02648044 41.100282049 7.491105888
1290 1 0.0 8.377454851 41.100282049 27.467388254
1291 1 0.0 17.384426135 3.864471821 7.491105888
1292 1 0.0 13.735400546 3.864471821 27.467388254
1293 1 0.0 17.384426135 13.173423945 7.491105888
1294 1 0.0 13.735400546 13.173423945 27.467388254
1295 1 0.0 17.384426135 22.482377108 7.491105888
1296 1 0.0 13.735400546 22.482377108 27.467388254
1297 1 0.0 17.384426135 31.791327498 7.491105888
1298 1 0.0 13.735400546 31.791327498 27.467388254
1299 1 0.0 17.384426135 41.100282049 7.491105888
1300 1 0.0 13.735400546 41.100282049 27.467388254
1301 1 0.0 22.74237183 3.864471821 7.491105888
1302 1 0.0 19.093346241 3.864471821 27.467388254
1303 1 0.0 22.74237183 13.173423945 7.491105888
1304 1 0.0 19.093346241 13.173423945 27.467388254
1305 1 0.0 22.74237183 22.482377108 7.491105888
1306 1 0.0 19.093346241 22.482377108 27.467388254
1307 1 0.0 22.74237183 31.791327498 7.491105888
1308 1 0.0 19.093346241 31.791327498 27.467388254
1309 1 0.0 22.74237183 41.100282049 7.491105888
1310 1 0.0 19.093346241 41.100282049 27.467388254
1311 1 0.0 -0.513924326 3.864471821 17.47924588
1312 1 0.0 -4.162950132 3.864471821 37.455529438
1313 1 0.0 -0.513924326 13.173423945 17.47924588
1314 1 0.0 -4.162950132 13.173423945 37.455529438
1315 1 0.0 -0.513924326 22.482377108 17.47924588
1316 1 0.0 -4.162950132 22.482377108 37.455529438
1317 1 0.0 -0.513924326 31.791327498 17.47924588
1318 1 0.0 -4.162950132 31.791327498 37.455529438
1319 1 0.0 -0.513924326 41.100282049 17.47924588
1320 1 0.0 -4.162950132 41.100282049 37.455529438
1321 1 0.0 4.84402137 3.864471821 17.47924588
1322 1 0.0 1.194995563 3.864471821 37.455529438
1323 1 0.0 4.84402137 13.173423945 17.47924588
1324 1 0.0 1.194995563 13.173423945 37.455529438
1325 1 0.0 4.84402137 22.482377108 17.47924588
1326 1 0.0 1.194995563 22.482377108 37.455529438
1327 1 0.0 4.84402137 31.791327498 17.47924588
1328 1 0.0 1.194995563 31.791327498 37.455529438
1329 1 0.0 4.84402137 41.100282049 17.47924588
1330 1 0.0 1.194995563 41.100282049 37.455529438
1331 1 0.0 10.201967863 3.864471821 17.47924588
1332 1 0.0 6.552942056 3.864471821 37.455529438
1333 1 0.0 10.201967863 13.173423945 17.47924588
1334 1 0.0 6.552942056 13.173423945 37.455529438
1335 1 0.0 10.201967863 22.482377108 17.47924588
1336 1 0.0 6.552942056 22.482377108 37.455529438
1337 1 0.0 10.201967863 31.791327498 17.47924588
1338 1 0.0 6.552942056 31.791327498 37.455529438
1339 1 0.0 10.201967863 41.100282049 17.47924588
1340 1 0.0 6.552942056 41.100282049 37.455529438
1341 1 0.0 15.559913558 3.864471821 17.47924588
1342 1 0.0 11.910887751 3.864471821 37.455529438
1343 1 0.0 15.559913558 13.173423945 17.47924588
1344 1 0.0 11.910887751 13.173423945 37.455529438
1345 1 0.0 15.559913558 22.482377108 17.47924588
1346 1 0.0 11.910887751 22.482377108 37.455529438
1347 1 0.0 15.559913558 31.791327498 17.47924588
1348 1 0.0 11.910887751 31.791327498 37.455529438
1349 1 0.0 15.559913558 41.100282049 17.47924588
1350 1 0.0 11.910887751 41.100282049 37.455529438
1351 1 0.0 20.91786085 3.864471821 17.47924588
1352 1 0.0 17.268835043 3.864471821 37.455529438
1353 1 0.0 20.91786085 13.173423945 17.47924588
1354 1 0.0 17.268835043 13.173423945 37.455529438
1355 1 0.0 20.91786085 22.482377108 17.47924588
1356 1 0.0 17.268835043 22.482377108 37.455529438
1357 1 0.0 20.91786085 31.791327498 17.47924588
1358 1 0.0 17.268835043 31.791327498 37.455529438
1359 1 0.0 20.91786085 41.100282049 17.47924588
1360 1 0.0 17.268835043 41.100282049 37.455529438
1361 2 0.0 1.310588451 6.984078216 7.491105888
1362 2 0.0 -2.338437138 6.984078216 27.467388254
1363 2 0.0 1.310588451 16.293029993 7.491105888
1364 2 0.0 -2.338437138 16.293029993 27.467388254
1365 2 0.0 1.310588451 25.601983157 7.491105888
1366 2 0.0 -2.338437138 25.601983157 27.467388254
1367 2 0.0 1.310588451 34.910934933 7.491105888
1368 2 0.0 -2.338437138 34.910934933 27.467388254
1369 2 0.0 1.310588451 44.21988671 7.491105888
1370 2 0.0 -2.338437138 44.21988671 27.467388254
1371 2 0.0 6.668534745 6.984078216 7.491105888
1372 2 0.0 3.019509156 6.984078216 27.467388254
1373 2 0.0 6.668534745 16.293029993 7.491105888
1374 2 0.0 3.019509156 16.293029993 27.467388254
1375 2 0.0 6.668534745 25.601983157 7.491105888
1376 2 0.0 3.019509156 25.601983157 27.467388254
1377 2 0.0 6.668534745 34.910934933 7.491105888
1378 2 0.0 3.019509156 34.910934933 27.467388254
1379 2 0.0 6.668534745 44.21988671 7.491105888
1380 2 0.0 3.019509156 44.21988671 27.467388254
1381 2 0.0 12.02648044 6.984078216 7.491105888
1382 2 0.0 8.377454851 6.984078216 27.467388254
1383 2 0.0 12.02648044 16.293029993 7.491105888
1384 2 0.0 8.377454851 16.293029993 27.467388254
1385 2 0.0 12.02648044 25.601983157 7.491105888
1386 2 0.0 8.377454851 25.601983157 27.467388254
1387 2 0.0 12.02648044 34.910934933 7.491105888
1388 2 0.0 8.377454851 34.910934933 27.467388254
1389 2 0.0 12.02648044 44.21988671 7.491105888
1390 2 0.0 8.377454851 44.21988671 27.467388254
1391 2 0.0 17.384426135 6.984078216 7.491105888
1392 2 0.0 13.735400546 6.984078216 27.467388254
1393 2 0.0 17.384426135 16.293029993 7.491105888
1394 2 0.0 13.735400546 16.293029993 27.467388254
1395 2 0.0 17.384426135 25.601983157 7.491105888
1396 2 0.0 13.735400546 25.601983157 27.467388254
1397 2 0.0 17.384426135 34.910934933 7.491105888
1398 2 0.0 13.735400546 34.910934933 27.467388254
1399 2 0.0 17.384426135 44.21988671 7.491105888
1400 2 0.0 13.735400546 44.21988671 27.467388254
1401 2 0.0 22.74237183 6.984078216 7.491105888
1402 2 0.0 19.093346241 6.984078216 27.467388254
1403 2 0.0 22.74237183 16.293029993 7.491105888
1404 2 0.0 19.093346241 16.293029993 27.467388254
1405 2 0.0 22.74237183 25.601983157 7.491105888
1406 2 0.0 19.093346241 25.601983157 27.467388254
1407 2 0.0 22.74237183 34.910934933 7.491105888
1408 2 0.0 19.093346241 34.910934933 27.467388254
1409 2 0.0 22.74237183 44.21988671 7.491105888
1410 2 0.0 19.093346241 44.21988671 27.467388254
1411 2 0.0 -0.513924326 6.984078216 17.47924588
1412 2 0.0 -4.162950132 6.984078216 37.455529438
1413 2 0.0 -0.513924326 16.293029993 17.47924588
1414 2 0.0 -4.162950132 16.293029993 37.455529438
1415 2 0.0 -0.513924326 25.601983157 17.47924588
1416 2 0.0 -4.162950132 25.601983157 37.455529438
1417 2 0.0 -0.513924326 34.910934933 17.47924588
1418 2 0.0 -4.162950132 34.910934933 37.455529438
1419 2 0.0 -0.513924326 44.21988671 17.47924588
1420 2 0.0 -4.162950132 44.21988671 37.455529438
1421 2 0.0 4.84402137 6.984078216 17.47924588
1422 2 0.0 1.194995563 6.984078216 37.455529438
1423 2 0.0 4.84402137 16.293029993 17.47924588
1424 2 0.0 1.194995563 16.293029993 37.455529438
1425 2 0.0 4.84402137 25.601983157 17.47924588
1426 2 0.0 1.194995563 25.601983157 37.455529438
1427 2 0.0 4.84402137 34.910934933 17.47924588
1428 2 0.0 1.194995563 34.910934933 37.455529438
1429 2 0.0 4.84402137 44.21988671 17.47924588
1430 2 0.0 1.194995563 44.21988671 37.455529438
1431 2 0.0 10.201967863 6.984078216 17.47924588
1432 2 0.0 6.552942056 6.984078216 37.455529438
1433 2 0.0 10.201967863 16.293029993 17.47924588
1434 2 0.0 6.552942056 16.293029993 37.455529438
1435 2 0.0 10.201967863 25.601983157 17.47924588
1436 2 0.0 6.552942056 25.601983157 37.455529438
1437 2 0.0 10.201967863 34.910934933 17.47924588
1438 2 0.0 6.552942056 34.910934933 37.455529438
1439 2 0.0 10.201967863 44.21988671 17.47924588
1440 2 0.0 6.552942056 44.21988671 37.455529438
1441 2 0.0 15.559913558 6.984078216 17.47924588
1442 2 0.0 11.910887751 6.984078216 37.455529438
1443 2 0.0 15.559913558 16.293029993 17.47924588
1444 2 0.0 11.910887751 16.293029993 37.455529438
1445 2 0.0 15.559913558 25.601983157 17.47924588
1446 2 0.0 11.910887751 25.601983157 37.455529438
1447 2 0.0 15.559913558 34.910934933 17.47924588
1448 2 0.0 11.910887751 34.910934933 37.455529438
1449 2 0.0 15.559913558 44.21988671 17.47924588
1450 2 0.0 11.910887751 44.21988671 37.455529438
1451 2 0.0 20.91786085 6.984078216 17.47924588
1452 2 0.0 17.268835043 6.984078216 37.455529438
1453 2 0.0 20.91786085 16.293029993 17.47924588
1454 2 0.0 17.268835043 16.293029993 37.455529438
1455 2 0.0 20.91786085 25.601983157 17.47924588
1456 2 0.0 17.268835043 25.601983157 37.455529438
1457 2 0.0 20.91786085 34.910934933 17.47924588
1458 2 0.0 17.268835043 34.910934933 37.455529438
1459 2 0.0 20.91786085 44.21988671 17.47924588
1460 2 0.0 17.268835043 44.21988671 37.455529438
1461 2 0.0 -0.456128199 6.979350143 2.497035296
1462 2 0.0 -4.105153788 6.979350143 22.473317663
1463 2 0.0 -0.456128199 16.288302613 2.497035296
1464 2 0.0 -4.105153788 16.288302613 22.473317663
1465 2 0.0 -0.456128199 25.597255777 2.497035296
1466 2 0.0 -4.105153788 25.597255777 22.473317663
1467 2 0.0 -0.456128199 34.906207553 2.497035296
1468 2 0.0 -4.105153788 34.906207553 22.473317663
1469 2 0.0 -0.456128199 44.21515933 2.497035296
1470 2 0.0 -4.105153788 44.21515933 22.473317663
1471 2 0.0 4.901817896 6.979350143 2.497035296
1472 2 0.0 1.252792306 6.979350143 22.473317663
1473 2 0.0 4.901817896 16.288302613 2.497035296
1474 2 0.0 1.252792306 16.288302613 22.473317663
1475 2 0.0 4.901817896 25.597255777 2.497035296
1476 2 0.0 1.252792306 25.597255777 22.473317663
1477 2 0.0 4.901817896 34.906207553 2.497035296
1478 2 0.0 1.252792306 34.906207553 22.473317663
1479 2 0.0 4.901817896 44.21515933 2.497035296
1480 2 0.0 1.252792306 44.21515933 22.473317663
1481 2 0.0 10.25976399 6.979350143 2.497035296
1482 2 0.0 6.610738401 6.979350143 22.473317663
1483 2 0.0 10.25976399 16.288302613 2.497035296
1484 2 0.0 6.610738401 16.288302613 22.473317663
1485 2 0.0 10.25976399 25.597255777 2.497035296
1486 2 0.0 6.610738401 25.597255777 22.473317663
1487 2 0.0 10.25976399 34.906207553 2.497035296
1488 2 0.0 6.610738401 34.906207553 22.473317663
1489 2 0.0 10.25976399 44.21515933 2.497035296
1490 2 0.0 6.610738401 44.21515933 22.473317663
1491 2 0.0 15.617710483 6.979350143 2.497035296
1492 2 0.0 11.968684894 6.979350143 22.473317663
1493 2 0.0 15.617710483 16.288302613 2.497035296
1494 2 0.0 11.968684894 16.288302613 22.473317663
1495 2 0.0 15.617710483 25.597255777 2.497035296
1496 2 0.0 11.968684894 25.597255777 22.473317663
1497 2 0.0 15.617710483 34.906207553 2.497035296
1498 2 0.0 11.968684894 34.906207553 22.473317663
1499 2 0.0 15.617710483 44.21515933 2.497035296
1500 2 0.0 11.968684894 44.21515933 22.473317663
1501 2 0.0 20.975656178 6.979350143 2.497035296
1502 2 0.0 17.326630589 6.979350143 22.473317663
1503 2 0.0 20.975656178 16.288302613 2.497035296
1504 2 0.0 17.326630589 16.288302613 22.473317663
1505 2 0.0 20.975656178 25.597255777 2.497035296
1506 2 0.0 17.326630589 25.597255777 22.473317663
1507 2 0.0 20.975656178 34.906207553 2.497035296
1508 2 0.0 17.326630589 34.906207553 22.473317663
1509 2 0.0 20.975656178 44.21515933 2.497035296
1510 2 0.0 17.326630589 44.21515933 22.473317663
1511 2 0.0 -2.280640993 6.979350143 12.485176479
1512 2 0.0 -5.929666582 6.979350143 32.461458846
1513 2 0.0 -2.280640993 16.288302613 12.485176479
1514 2 0.0 -5.929666582 16.288302613 32.461458846
1515 2 0.0 -2.280640993 25.597255777 12.485176479
1516 2 0.0 -5.929666582 25.597255777 32.461458846
1517 2 0.0 -2.280640993 34.906207553 12.485176479
1518 2 0.0 -5.929666582 34.906207553 32.461458846
1519 2 0.0 -2.280640993 44.21515933 12.485176479
1520 2 0.0 -5.929666582 44.21515933 32.461458846
1521 2 0.0 3.077305101 6.979350143 12.485176479
1522 2 0.0 -0.571720488 6.979350143 32.461458846
1523 2 0.0 3.077305101 16.288302613 12.485176479
1524 2 0.0 -0.571720488 16.288302613 32.461458846
1525 2 0.0 3.077305101 25.597255777 12.485176479
1526 2 0.0 -0.571720488 25.597255777 32.461458846
1527 2 0.0 3.077305101 34.906207553 12.485176479
1528 2 0.0 -0.571720488 34.906207553 32.461458846
1529 2 0.0 3.077305101 44.21515933 12.485176479
1530 2 0.0 -0.571720488 44.21515933 32.461458846
1531 2 0.0 8.435251195 6.979350143 12.485176479
1532 2 0.0 4.786225606 6.979350143 32.461458846
1533 2 0.0 8.435251195 16.288302613 12.485176479
1534 2 0.0 4.786225606 16.288302613 32.461458846
1535 2 0.0 8.435251195 25.597255777 12.485176479
1536 2 0.0 4.786225606 25.597255777 32.461458846
1537 2 0.0 8.435251195 34.906207553 12.485176479
1538 2 0.0 4.786225606 34.906207553 32.461458846
1539 2 0.0 8.435251195 44.21515933 12.485176479
1540 2 0.0 4.786225606 44.21515933 32.461458846
1541 2 0.0 13.793197689 6.979350143 12.485176479
