# Time-averaged data for fix f5
# TimeStep c_Femsd[1] c_Femsd[2] c_Femsd[3] c_Femsd[4]
43605 0.0142365 0.0110409 0.00973119 0.0350085
43610 0.0139832 0.0104129 0.00986948 0.0342655
43615 0.0137792 0.00976863 0.0100857 0.0336335
43620 0.0136074 0.00916939 0.0103583 0.033135
43625 0.0134474 0.00866854 0.0106599 0.0327759
43630 0.0132806 0.00830618 0.0109636 0.0325504
43635 0.0130938 0.00810503 0.0112482 0.032447
43640 0.0128821 0.00806835 0.0115014 0.0324518
43645 0.0126491 0.00818034 0.0117204 0.0325498
43650 0.0124066 0.00840901 0.0119093 0.0327249
43655 0.0121718 0.00871198 0.0120756 0.0329594
43660 0.0119645 0.009044 0.0122272 0.0332357
43665 0.0118028 0.00936458 0.0123696 0.033537
43670 0.0117001 0.00964361 0.0125064 0.0338501
43675 0.0116613 0.00986404 0.0126404 0.0341657
43680 0.0116809 0.0100216 0.0127764 0.0344789
43685 0.0117417 0.0101226 0.0129227 0.034787
43690 0.0118173 0.0101797 0.0130905 0.0350875
43695 0.0118745 0.0102081 0.013292 0.0353747
43700 0.0118784 0.0102212 0.0135368 0.0356363
43705 0.0117972 0.0102268 0.0138278 0.0358517
43710 0.0116079 0.0102261 0.014159 0.035993
43715 0.011301 0.0102136 0.0145143 0.036029
43720 0.0108837 0.0101797 0.0148696 0.035933
43725 0.0103817 0.0101147 0.0151958 0.0356922
43730 0.00983753 0.0100125 0.0154645 0.0353145
43735 0.00930583 0.00987427 0.015652 0.0348321
43740 0.00884692 0.00971006 0.0157428 0.0342998
43745 0.00851887 0.00953863 0.0157301 0.0337876
43750 0.00836967 0.00938503 0.0156156 0.0333703
43755 0.00843059 0.00927637 0.0154086 0.0331155
43760 0.00871162 0.00923695 0.0151253 0.0330739
43765 0.00919919 0.00928361 0.0147874 0.0332702
43770 0.00985618 0.00942227 0.0144201 0.0336986
43775 0.010625 0.00964645 0.0140489 0.0343203
43780 0.0114337 0.00993797 0.0136944 0.0350661
43785 0.0122052 0.01027 0.0133684 0.0358436
43790 0.0128688 0.0106116 0.0130706 0.0365511
43795 0.0133713 0.0109334 0.0127895 0.0370942
43800 0.0136853 0.0112121 0.0125055 0.0374029
43805 0.0138136 0.0114337 0.0121964 0.0374438
43810 0.0137858 0.0115947 0.0118432 0.0372237
43815 0.0136505 0.0117003 0.0114342 0.036785
43820 0.0134642 0.0117611 0.0109681 0.0361934
43825 0.0132803 0.0117886 0.010455 0.0355239
43830 0.0131404 0.0117914 0.00991656 0.0348484
43835 0.0130699 0.0117727 0.00938355 0.0342261
43840 0.0130768 0.0117302 0.00889297 0.0337
43845 0.0131552 0.011658 0.00848316 0.0332963
43850 0.0132889 0.0115501 0.00818882 0.0330278
43855 0.0134575 0.011403 0.00803674 0.0328972
43860 0.0136399 0.0112171 0.00804253 0.0328996
43865 0.0138182 0.010997 0.00820887 0.0330241
43870 0.0139791 0.0107499 0.00852511 0.0332542
43875 0.0141158 0.0104839 0.00896857 0.0335683
43880 0.0142277 0.0102067 0.00950716 0.0339416
43885 0.0143203 0.00992508 0.0101034 0.0343487
43890 0.0144034 0.00964524 0.0107188 0.0347674
43895 0.0144893 0.00937467 0.0113187 0.0351827
43900 0.0145898 0.00912406 0.0118756 0.0355895
43905 0.0147136 0.00890826 0.0123707 0.0359926
43910 0.0148636 0.00874549 0.0127952 0.0364043
43915 0.0150365 0.00865488 0.0131483 0.0368397
43920 0.0152236 0.00865318 0.013436 0.0373128
43925 0.0154125 0.00875162 0.0136687 0.0378328
43930 0.0155895 0.00895396 0.013858 0.0384014
43935 0.0157415 0.00925587 0.0140141 0.0390115
43940 0.015856 0.0096456 0.0141446 0.0396462
43945 0.0159217 0.010106 0.014253 0.0402807
43950 0.015928 0.0106175 0.0143403 0.0408858
43955 0.0158664 0.0111604 0.0144056 0.0414324
43960 0.0157314 0.0117169 0.0144478 0.041896
43965 0.0155222 0.0122714 0.0144664 0.04226
43970 0.0152442 0.0128095 0.0144626 0.0425164
43975 0.0149093 0.0133166 0.0144395 0.0426654
43980 0.0145349 0.0137765 0.0144027 0.0427141
43985 0.0141422 0.0141708 0.0143607 0.0426736
43990 0.0137528 0.0144797 0.0143243 0.0425567
43995 0.0133862 0.0146824 0.0143062 0.0423749
44000 0.0130567 0.0147598 0.0143186 0.0421351
