# Time-averaged data for fix f7
# TimeStep c_allmsd[1] c_allmsd[2] c_allmsd[3] c_allmsd[4]
43615 0.0144661 0.0113511 0.0119155 0.0377327
43620 0.0144499 0.0113642 0.0120904 0.0379045
43625 0.0144403 0.0114374 0.0122583 0.038136
43630 0.0144223 0.0115765 0.0124136 0.0384125
43635 0.0143836 0.0117817 0.0125512 0.0387166
43640 0.0143163 0.0120472 0.012667 0.0390305
43645 0.0142182 0.0123606 0.0127574 0.0393361
43650 0.0140923 0.012704 0.0128196 0.039616
43655 0.013947 0.0130554 0.0128513 0.0398537
43660 0.013793 0.0133904 0.0128514 0.0400348
43665 0.0136416 0.0136849 0.01282 0.0401464
43670 0.0135013 0.0139174 0.0127593 0.0401781
43675 0.013378 0.0140705 0.0126748 0.0401233
43680 0.0132744 0.0141311 0.0125751 0.0399805
43685 0.0131906 0.0140917 0.0124708 0.039753
43690 0.0131242 0.0139521 0.0123743 0.0394506
43695 0.0130707 0.0137207 0.0122975 0.0390889
43700 0.0130238 0.0134148 0.0122497 0.0386882
43705 0.0129753 0.013059 0.0122363 0.0382707
43710 0.0129164 0.012684 0.0122575 0.0378579
43715 0.0128386 0.0123216 0.0123076 0.0374678
43720 0.0127359 0.0120022 0.0123758 0.0371139
43725 0.0126065 0.0117504 0.0124474 0.0368043
43730 0.0124541 0.0115826 0.012508 0.0365447
43735 0.0122875 0.0115064 0.0125461 0.03634
43740 0.0121191 0.0115199 0.0125546 0.0361936
43745 0.0119636 0.0116131 0.0125322 0.0361088
43750 0.0118354 0.0117701 0.0124827 0.0360882
43755 0.0117473 0.0119723 0.0124131 0.0361326
43760 0.0117083 0.012201 0.0123317 0.036241
43765 0.0117234 0.0124395 0.012246 0.0364089
43770 0.0117924 0.0126747 0.0121617 0.0366288
43775 0.0119091 0.012898 0.0120826 0.0368898
43780 0.0120617 0.0131041 0.012011 0.0371767
43785 0.012233 0.0132899 0.011947 0.0374699
43790 0.0124042 0.0134531 0.0118895 0.0377468
43795 0.0125589 0.0135906 0.0118377 0.0379873
43800 0.0126865 0.0137005 0.0117924 0.0381794
43805 0.012785 0.0137816 0.0117559 0.0383225
43810 0.0128601 0.0138332 0.0117319 0.0384252
43815 0.0129225 0.0138539 0.0117233 0.0384997
43820 0.0129841 0.013841 0.0117329 0.038558
43825 0.0130562 0.013791 0.0117629 0.0386101
43830 0.0131477 0.0137018 0.0118146 0.0386641
43835 0.0132636 0.0135738 0.0118877 0.0387251
43840 0.0134039 0.0134115 0.0119802 0.0387956
43845 0.0135641 0.0132234 0.0120885 0.038876
43850 0.0137359 0.013022 0.0122078 0.0389657
43855 0.0139099 0.0128218 0.0123322 0.0390638
43860 0.0140772 0.0126377 0.0124553 0.0391702
43865 0.0142314 0.0124829 0.0125704 0.0392847
43870 0.014369 0.0123666 0.0126709 0.0394066
43875 0.0144901 0.012293 0.0127491 0.0395322
43880 0.014597 0.0122609 0.0127973 0.0396552
43885 0.0146939 0.0122642 0.0128085 0.0397666
43890 0.0147863 0.0122931 0.0127776 0.0398571
43895 0.01488 0.0123366 0.0127023 0.0399189
43900 0.0149799 0.0123838 0.0125846 0.0399483
43905 0.0150888 0.0124265 0.012432 0.0399472
43910 0.0152063 0.0124594 0.0122573 0.039923
43915 0.0153287 0.0124796 0.0120775 0.0398858
43920 0.0154502 0.0124861 0.0119114 0.0398478
43925 0.0155638 0.0124785 0.011777 0.0398193
43930 0.0156634 0.0124562 0.0116875 0.0398072
43935 0.015744 0.0124181 0.0116496 0.0398117
43940 0.0158017 0.0123624 0.0116622 0.0398264
43945 0.0158334 0.0122879 0.0117175 0.0398388
43950 0.0158368 0.0121937 0.0118019 0.0398324
43955 0.0158099 0.0120804 0.0118989 0.0397892
43960 0.015751 0.0119506 0.0119923 0.0396939
43965 0.0156584 0.011809 0.012068 0.0395355
43970 0.015531 0.0116627 0.012117 0.0393107
43975 0.0153688 0.0115198 0.0121355 0.0390241
43980 0.0151734 0.0113899 0.0121254 0.0386887
43985 0.0149483 0.0112824 0.0120929 0.0383237
43990 0.0146991 0.0112051 0.0120475 0.0379517
43995 0.0144326 0.0111624 0.0119992 0.0375942
44000 0.0141559 0.0111554 0.0119581 0.0372694
